Gene stable ID	Gene stable ID version	Transcript stable ID	Transcript stable ID version	Gene type
ENSMUSG00000095812	ENSMUSG00000095812.2	ENSMUST00000179326	ENSMUST00000179326.2	processed_pseudogene
ENSMUSG00000092488	ENSMUSG00000092488.2	ENSMUST00000174516	ENSMUST00000174516.2	processed_pseudogene
ENSMUSG00000097491	ENSMUSG00000097491.2	ENSMUST00000180753	ENSMUST00000180753.2	lncRNA
ENSMUSG00000093716	ENSMUSG00000093716.2	ENSMUST00000175818	ENSMUST00000175818.2	processed_pseudogene
ENSMUSG00000092549	ENSMUSG00000092549.2	ENSMUST00000173765	ENSMUST00000173765.2	processed_pseudogene
ENSMUSG00000105329	ENSMUSG00000105329.3	ENSMUST00000200383	ENSMUST00000200383.3	miRNA
ENSMUSG00000104311	ENSMUSG00000104311.2	ENSMUST00000194770	ENSMUST00000194770.2	TEC
ENSMUSG00000108454	ENSMUSG00000108454.2	ENSMUST00000206799	ENSMUST00000206799.2	unprocessed_pseudogene
ENSMUSG00000097692	ENSMUSG00000097692.3	ENSMUST00000190739	ENSMUST00000190739.2	lncRNA
ENSMUSG00000097692	ENSMUSG00000097692.3	ENSMUST00000181665	ENSMUST00000181665.2	lncRNA
ENSMUSG00000106226	ENSMUSG00000106226.2	ENSMUST00000195948	ENSMUST00000195948.2	IG_V_pseudogene
ENSMUSG00000104769	ENSMUSG00000104769.2	ENSMUST00000196959	ENSMUST00000196959.2	IG_V_gene
ENSMUSG00000105781	ENSMUSG00000105781.2	ENSMUST00000200040	ENSMUST00000200040.2	IG_V_pseudogene
ENSMUSG00000106192	ENSMUSG00000106192.2	ENSMUST00000198869	ENSMUST00000198869.2	processed_pseudogene
ENSMUSG00000094356	ENSMUSG00000094356.3	ENSMUST00000197525	ENSMUST00000197525.2	IG_V_gene
ENSMUSG00000094356	ENSMUSG00000094356.3	ENSMUST00000103380	ENSMUST00000103380.3	IG_V_gene
ENSMUSG00000091105	ENSMUSG00000091105.2	ENSMUST00000164169	ENSMUST00000164169.2	processed_pseudogene
ENSMUSG00000092597	ENSMUSG00000092597.3	ENSMUST00000101544	ENSMUST00000101544.6	unprocessed_pseudogene
ENSMUSG00000095344	ENSMUSG00000095344.3	ENSMUST00000172851	ENSMUST00000172851.4	unprocessed_pseudogene
ENSMUSG00000098122	ENSMUSG00000098122.2	ENSMUST00000182438	ENSMUST00000182438.2	processed_pseudogene
ENSMUSG00000098121	ENSMUSG00000098121.2	ENSMUST00000182794	ENSMUST00000182794.2	processed_pseudogene
ENSMUSG00000098668	ENSMUSG00000098668.2	ENSMUST00000184263	ENSMUST00000184263.2	processed_pseudogene
ENSMUSG00000102783	ENSMUSG00000102783.2	ENSMUST00000192276	ENSMUST00000192276.2	TEC
ENSMUSG00000103794	ENSMUSG00000103794.2	ENSMUST00000193999	ENSMUST00000193999.2	TEC
ENSMUSG00000092472	ENSMUSG00000092472.2	ENSMUST00000173064	ENSMUST00000173064.2	unprocessed_pseudogene
ENSMUSG00000096701	ENSMUSG00000096701.3	ENSMUST00000177691	ENSMUST00000177691.3	unprocessed_pseudogene
ENSMUSG00000096618	ENSMUSG00000096618.3	ENSMUST00000173586	ENSMUST00000173586.4	unprocessed_pseudogene
ENSMUSG00000105727	ENSMUSG00000105727.2	ENSMUST00000196786	ENSMUST00000196786.2	processed_pseudogene
ENSMUSG00000094930	ENSMUSG00000094930.3	ENSMUST00000103383	ENSMUST00000103383.3	IG_V_gene
ENSMUSG00000105432	ENSMUSG00000105432.2	ENSMUST00000196275	ENSMUST00000196275.2	IG_V_gene
ENSMUSG00000095630	ENSMUSG00000095630.3	ENSMUST00000103386	ENSMUST00000103386.3	IG_V_gene
ENSMUSG00000106080	ENSMUSG00000106080.2	ENSMUST00000198196	ENSMUST00000198196.2	processed_pseudogene
ENSMUSG00000105668	ENSMUSG00000105668.2	ENSMUST00000199501	ENSMUST00000199501.2	IG_V_pseudogene
ENSMUSG00000105114	ENSMUSG00000105114.2	ENSMUST00000198406	ENSMUST00000198406.2	processed_pseudogene
ENSMUSG00000090812	ENSMUSG00000090812.9	ENSMUST00000183251	ENSMUST00000183251.8	protein_coding
ENSMUSG00000090812	ENSMUSG00000090812.9	ENSMUST00000183118	ENSMUST00000183118.2	protein_coding
ENSMUSG00000090812	ENSMUSG00000090812.9	ENSMUST00000182869	ENSMUST00000182869.2	protein_coding
ENSMUSG00000090812	ENSMUSG00000090812.9	ENSMUST00000169669	ENSMUST00000169669.2	protein_coding
ENSMUSG00000090199	ENSMUSG00000090199.2	ENSMUST00000161643	ENSMUST00000161643.2	lncRNA
ENSMUSG00000103142	ENSMUSG00000103142.2	ENSMUST00000194645	ENSMUST00000194645.2	TEC
ENSMUSG00000090176	ENSMUSG00000090176.2	ENSMUST00000102805	ENSMUST00000102805.4	protein_coding
ENSMUSG00000096594	ENSMUSG00000096594.3	ENSMUST00000196599	ENSMUST00000196599.2	IG_V_gene
ENSMUSG00000096594	ENSMUSG00000096594.3	ENSMUST00000103389	ENSMUST00000103389.3	IG_V_gene
ENSMUSG00000106031	ENSMUSG00000106031.2	ENSMUST00000197270	ENSMUST00000197270.2	processed_pseudogene
ENSMUSG00000095794	ENSMUSG00000095794.3	ENSMUST00000103391	ENSMUST00000103391.4	IG_V_gene
ENSMUSG00000106428	ENSMUSG00000106428.2	ENSMUST00000196132	ENSMUST00000196132.2	IG_V_pseudogene
ENSMUSG00000102973	ENSMUSG00000102973.2	ENSMUST00000194215	ENSMUST00000194215.2	TEC
ENSMUSG00000102212	ENSMUSG00000102212.2	ENSMUST00000194893	ENSMUST00000194893.2	TEC
ENSMUSG00000094797	ENSMUSG00000094797.2	ENSMUST00000103393	ENSMUST00000103393.2	IG_V_gene
ENSMUSG00000103779	ENSMUSG00000103779.2	ENSMUST00000192997	ENSMUST00000192997.2	TEC
ENSMUSG00000102744	ENSMUSG00000102744.2	ENSMUST00000194009	ENSMUST00000194009.2	TEC
ENSMUSG00000103216	ENSMUSG00000103216.2	ENSMUST00000193576	ENSMUST00000193576.2	TEC
ENSMUSG00000103753	ENSMUSG00000103753.2	ENSMUST00000194780	ENSMUST00000194780.2	TEC
ENSMUSG00000103358	ENSMUSG00000103358.2	ENSMUST00000191669	ENSMUST00000191669.2	TEC
ENSMUSG00000106624	ENSMUSG00000106624.2	ENSMUST00000198366	ENSMUST00000198366.2	processed_pseudogene
ENSMUSG00000102600	ENSMUSG00000102600.2	ENSMUST00000193802	ENSMUST00000193802.2	TEC
ENSMUSG00000103378	ENSMUSG00000103378.2	ENSMUST00000193300	ENSMUST00000193300.2	TEC
ENSMUSG00000105687	ENSMUSG00000105687.2	ENSMUST00000199935	ENSMUST00000199935.2	processed_pseudogene
ENSMUSG00000096844	ENSMUSG00000096844.2	ENSMUST00000103394	ENSMUST00000103394.2	IG_V_gene
ENSMUSG00000104643	ENSMUSG00000104643.2	ENSMUST00000198379	ENSMUST00000198379.2	processed_pseudogene
ENSMUSG00000105305	ENSMUSG00000105305.2	ENSMUST00000197475	ENSMUST00000197475.2	processed_pseudogene
ENSMUSG00000106315	ENSMUSG00000106315.2	ENSMUST00000196813	ENSMUST00000196813.2	IG_V_pseudogene
ENSMUSG00000104692	ENSMUSG00000104692.2	ENSMUST00000196962	ENSMUST00000196962.2	unprocessed_pseudogene
ENSMUSG00000105862	ENSMUSG00000105862.2	ENSMUST00000197093	ENSMUST00000197093.2	IG_V_pseudogene
ENSMUSG00000094117	ENSMUSG00000094117.2	ENSMUST00000103396	ENSMUST00000103396.2	IG_V_gene
ENSMUSG00000105499	ENSMUSG00000105499.2	ENSMUST00000197500	ENSMUST00000197500.2	IG_V_pseudogene
ENSMUSG00000095338	ENSMUSG00000095338.2	ENSMUST00000103398	ENSMUST00000103398.2	IG_V_gene
ENSMUSG00000104760	ENSMUSG00000104760.2	ENSMUST00000197635	ENSMUST00000197635.2	IG_V_pseudogene
ENSMUSG00000106667	ENSMUSG00000106667.2	ENSMUST00000196007	ENSMUST00000196007.2	IG_V_pseudogene
ENSMUSG00000095335	ENSMUSG00000095335.3	ENSMUST00000103400	ENSMUST00000103400.3	IG_V_gene
ENSMUSG00000096517	ENSMUSG00000096517.2	ENSMUST00000180049	ENSMUST00000180049.2	processed_pseudogene
ENSMUSG00000107684	ENSMUSG00000107684.2	ENSMUST00000203252	ENSMUST00000203252.2	processed_pseudogene
ENSMUSG00000106327	ENSMUSG00000106327.2	ENSMUST00000198886	ENSMUST00000198886.2	processed_pseudogene
ENSMUSG00000104949	ENSMUSG00000104949.2	ENSMUST00000199379	ENSMUST00000199379.2	processed_pseudogene
ENSMUSG00000105885	ENSMUSG00000105885.2	ENSMUST00000196414	ENSMUST00000196414.2	unprocessed_pseudogene
ENSMUSG00000097975	ENSMUSG00000097975.2	ENSMUST00000182695	ENSMUST00000182695.2	processed_pseudogene
ENSMUSG00000105732	ENSMUSG00000105732.2	ENSMUST00000200231	ENSMUST00000200231.2	unprocessed_pseudogene
ENSMUSG00000105235	ENSMUSG00000105235.2	ENSMUST00000198911	ENSMUST00000198911.2	processed_pseudogene
ENSMUSG00000105921	ENSMUSG00000105921.2	ENSMUST00000196140	ENSMUST00000196140.2	processed_pseudogene
ENSMUSG00000105147	ENSMUSG00000105147.2	ENSMUST00000199192	ENSMUST00000199192.2	processed_pseudogene
ENSMUSG00000104810	ENSMUSG00000104810.2	ENSMUST00000198419	ENSMUST00000198419.2	processed_pseudogene
ENSMUSG00000102572	ENSMUSG00000102572.2	ENSMUST00000193122	ENSMUST00000193122.2	TEC
ENSMUSG00000090704	ENSMUSG00000090704.3	ENSMUST00000166597	ENSMUST00000166597.3	processed_pseudogene
ENSMUSG00000091509	ENSMUSG00000091509.8	ENSMUST00000165350	ENSMUST00000165350.8	lncRNA
ENSMUSG00000091509	ENSMUSG00000091509.8	ENSMUST00000164319	ENSMUST00000164319.2	lncRNA
ENSMUSG00000090790	ENSMUSG00000090790.3	ENSMUST00000165184	ENSMUST00000165184.3	processed_pseudogene
ENSMUSG00000105800	ENSMUSG00000105800.2	ENSMUST00000196472	ENSMUST00000196472.2	unprocessed_pseudogene
ENSMUSG00000090461	ENSMUSG00000090461.3	ENSMUST00000163808	ENSMUST00000163808.2	protein_coding
ENSMUSG00000090461	ENSMUSG00000090461.3	ENSMUST00000179123	ENSMUST00000179123.2	protein_coding
ENSMUSG00000104478	ENSMUSG00000104478.2	ENSMUST00000194081	ENSMUST00000194081.2	TEC
ENSMUSG00000104385	ENSMUSG00000104385.2	ENSMUST00000194393	ENSMUST00000194393.2	processed_pseudogene
ENSMUSG00000101231	ENSMUSG00000101231.2	ENSMUST00000185509	ENSMUST00000185509.2	processed_pseudogene
ENSMUSG00000101097	ENSMUSG00000101097.2	ENSMUST00000191467	ENSMUST00000191467.2	processed_pseudogene
ENSMUSG00000100764	ENSMUSG00000100764.2	ENSMUST00000186289	ENSMUST00000186289.2	lncRNA
ENSMUSG00000100764	ENSMUSG00000100764.2	ENSMUST00000185910	ENSMUST00000185910.2	lncRNA
ENSMUSG00000104966	ENSMUSG00000104966.2	ENSMUST00000199649	ENSMUST00000199649.2	TEC
ENSMUSG00000100831	ENSMUSG00000100831.2	ENSMUST00000188261	ENSMUST00000188261.2	processed_pseudogene
ENSMUSG00000105632	ENSMUSG00000105632.2	ENSMUST00000200599	ENSMUST00000200599.2	TEC
ENSMUSG00000100884	ENSMUSG00000100884.2	ENSMUST00000185658	ENSMUST00000185658.2	processed_pseudogene
ENSMUSG00000100635	ENSMUSG00000100635.2	ENSMUST00000188753	ENSMUST00000188753.2	lncRNA
ENSMUSG00000100480	ENSMUSG00000100480.2	ENSMUST00000187764	ENSMUST00000187764.2	lncRNA
ENSMUSG00000099094	ENSMUSG00000099094.2	ENSMUST00000184658	ENSMUST00000184658.2	lncRNA
ENSMUSG00000099094	ENSMUSG00000099094.2	ENSMUST00000184563	ENSMUST00000184563.2	lncRNA
ENSMUSG00000100025	ENSMUSG00000100025.2	ENSMUST00000190856	ENSMUST00000190856.2	processed_pseudogene
ENSMUSG00000098780	ENSMUSG00000098780.3	ENSMUST00000184405	ENSMUST00000184405.3	miRNA
ENSMUSG00000105286	ENSMUSG00000105286.2	ENSMUST00000197317	ENSMUST00000197317.2	lncRNA
ENSMUSG00000096715	ENSMUSG00000096715.3	ENSMUST00000103401	ENSMUST00000103401.3	IG_V_gene
ENSMUSG00000094478	ENSMUSG00000094478.2	ENSMUST00000103402	ENSMUST00000103402.2	IG_V_gene
ENSMUSG00000095351	ENSMUSG00000095351.3	ENSMUST00000103403	ENSMUST00000103403.3	IG_V_gene
ENSMUSG00000095682	ENSMUSG00000095682.2	ENSMUST00000103404	ENSMUST00000103404.2	IG_V_gene
ENSMUSG00000099131	ENSMUSG00000099131.3	ENSMUST00000183884	ENSMUST00000183884.3	miRNA
ENSMUSG00000100290	ENSMUSG00000100290.2	ENSMUST00000187425	ENSMUST00000187425.2	processed_pseudogene
ENSMUSG00000100758	ENSMUSG00000100758.2	ENSMUST00000189337	ENSMUST00000189337.2	processed_pseudogene
ENSMUSG00000099926	ENSMUSG00000099926.2	ENSMUST00000189583	ENSMUST00000189583.2	processed_pseudogene
ENSMUSG00000090538	ENSMUSG00000090538.3	ENSMUST00000169588	ENSMUST00000169588.3	processed_pseudogene
ENSMUSG00000103920	ENSMUSG00000103920.2	ENSMUST00000192613	ENSMUST00000192613.2	TEC
ENSMUSG00000103702	ENSMUSG00000103702.2	ENSMUST00000195775	ENSMUST00000195775.2	processed_pseudogene
ENSMUSG00000104443	ENSMUSG00000104443.2	ENSMUST00000191892	ENSMUST00000191892.2	TEC
ENSMUSG00000091723	ENSMUSG00000091723.3	ENSMUST00000167629	ENSMUST00000167629.3	processed_pseudogene
ENSMUSG00000098162	ENSMUSG00000098162.2	ENSMUST00000182929	ENSMUST00000182929.2	processed_pseudogene
ENSMUSG00000100681	ENSMUSG00000100681.2	ENSMUST00000187551	ENSMUST00000187551.2	lncRNA
ENSMUSG00000098096	ENSMUSG00000098096.2	ENSMUST00000183203	ENSMUST00000183203.2	lncRNA
ENSMUSG00000104158	ENSMUSG00000104158.3	ENSMUST00000201297	ENSMUST00000201297.2	protein_coding
ENSMUSG00000104158	ENSMUSG00000104158.3	ENSMUST00000194391	ENSMUST00000194391.2	protein_coding
ENSMUSG00000102216	ENSMUSG00000102216.2	ENSMUST00000193212	ENSMUST00000193212.2	processed_pseudogene
ENSMUSG00000103540	ENSMUSG00000103540.2	ENSMUST00000193745	ENSMUST00000193745.2	TEC
ENSMUSG00000102489	ENSMUSG00000102489.2	ENSMUST00000192011	ENSMUST00000192011.2	processed_pseudogene
ENSMUSG00000103849	ENSMUSG00000103849.2	ENSMUST00000194524	ENSMUST00000194524.2	TEC
ENSMUSG00000102872	ENSMUSG00000102872.2	ENSMUST00000194247	ENSMUST00000194247.2	TEC
ENSMUSG00000102393	ENSMUSG00000102393.2	ENSMUST00000194228	ENSMUST00000194228.2	processed_pseudogene
ENSMUSG00000105026	ENSMUSG00000105026.2	ENSMUST00000196696	ENSMUST00000196696.2	processed_pseudogene
ENSMUSG00000103312	ENSMUSG00000103312.2	ENSMUST00000195100	ENSMUST00000195100.2	processed_pseudogene
ENSMUSG00000102637	ENSMUSG00000102637.2	ENSMUST00000195078	ENSMUST00000195078.2	processed_pseudogene
ENSMUSG00000103817	ENSMUSG00000103817.2	ENSMUST00000192789	ENSMUST00000192789.2	processed_pseudogene
ENSMUSG00000104782	ENSMUSG00000104782.2	ENSMUST00000198459	ENSMUST00000198459.2	TEC
ENSMUSG00000102341	ENSMUSG00000102341.2	ENSMUST00000194471	ENSMUST00000194471.2	processed_pseudogene
ENSMUSG00000102438	ENSMUSG00000102438.2	ENSMUST00000192061	ENSMUST00000192061.2	processed_pseudogene
ENSMUSG00000091361	ENSMUSG00000091361.3	ENSMUST00000164923	ENSMUST00000164923.3	processed_pseudogene
ENSMUSG00000094594	ENSMUSG00000094594.3	ENSMUST00000178097	ENSMUST00000178097.3	processed_pseudogene
ENSMUSG00000099879	ENSMUSG00000099879.2	ENSMUST00000185808	ENSMUST00000185808.2	lncRNA
ENSMUSG00000103140	ENSMUSG00000103140.2	ENSMUST00000194590	ENSMUST00000194590.2	TEC
ENSMUSG00000108033	ENSMUSG00000108033.2	ENSMUST00000203836	ENSMUST00000203836.2	lncRNA
ENSMUSG00000104678	ENSMUSG00000104678.2	ENSMUST00000200520	ENSMUST00000200520.2	processed_pseudogene
ENSMUSG00000098101	ENSMUSG00000098101.2	ENSMUST00000182218	ENSMUST00000182218.2	processed_pseudogene
ENSMUSG00000104916	ENSMUSG00000104916.2	ENSMUST00000196642	ENSMUST00000196642.2	TEC
ENSMUSG00000102788	ENSMUSG00000102788.2	ENSMUST00000194910	ENSMUST00000194910.2	TEC
ENSMUSG00000102160	ENSMUSG00000102160.2	ENSMUST00000192257	ENSMUST00000192257.2	TEC
ENSMUSG00000101253	ENSMUSG00000101253.2	ENSMUST00000189363	ENSMUST00000189363.2	lncRNA
ENSMUSG00000101846	ENSMUSG00000101846.2	ENSMUST00000185792	ENSMUST00000185792.2	processed_pseudogene
ENSMUSG00000090243	ENSMUSG00000090243.2	ENSMUST00000163003	ENSMUST00000163003.2	processed_pseudogene
ENSMUSG00000100701	ENSMUSG00000100701.2	ENSMUST00000191395	ENSMUST00000191395.2	processed_pseudogene
ENSMUSG00000100555	ENSMUSG00000100555.2	ENSMUST00000186797	ENSMUST00000186797.2	processed_pseudogene
ENSMUSG00000101395	ENSMUSG00000101395.2	ENSMUST00000189286	ENSMUST00000189286.2	processed_pseudogene
ENSMUSG00000102728	ENSMUSG00000102728.2	ENSMUST00000192902	ENSMUST00000192902.2	TEC
ENSMUSG00000106542	ENSMUSG00000106542.2	ENSMUST00000197510	ENSMUST00000197510.2	TEC
ENSMUSG00000106037	ENSMUSG00000106037.2	ENSMUST00000196114	ENSMUST00000196114.2	processed_pseudogene
ENSMUSG00000101875	ENSMUSG00000101875.2	ENSMUST00000077111	ENSMUST00000077111.5	processed_pseudogene
ENSMUSG00000099732	ENSMUSG00000099732.3	ENSMUST00000185787	ENSMUST00000185787.3	processed_pseudogene
ENSMUSG00000101220	ENSMUSG00000101220.2	ENSMUST00000185549	ENSMUST00000185549.2	processed_pseudogene
ENSMUSG00000100020	ENSMUSG00000100020.2	ENSMUST00000190772	ENSMUST00000190772.2	processed_pseudogene
ENSMUSG00000100486	ENSMUSG00000100486.8	ENSMUST00000186010	ENSMUST00000186010.8	protein_coding
ENSMUSG00000100486	ENSMUSG00000100486.8	ENSMUST00000209021	ENSMUST00000209021.2	protein_coding
ENSMUSG00000099884	ENSMUSG00000099884.2	ENSMUST00000185696	ENSMUST00000185696.2	processed_pseudogene
ENSMUSG00000100304	ENSMUSG00000100304.2	ENSMUST00000189766	ENSMUST00000189766.2	processed_pseudogene
ENSMUSG00000101453	ENSMUSG00000101453.2	ENSMUST00000190085	ENSMUST00000190085.2	lncRNA
ENSMUSG00000102105	ENSMUSG00000102105.2	ENSMUST00000186856	ENSMUST00000186856.2	processed_pseudogene
ENSMUSG00000099943	ENSMUSG00000099943.2	ENSMUST00000190670	ENSMUST00000190670.2	processed_pseudogene
ENSMUSG00000101687	ENSMUSG00000101687.2	ENSMUST00000185902	ENSMUST00000185902.2	processed_pseudogene
ENSMUSG00000093589	ENSMUSG00000093589.2	ENSMUST00000176139	ENSMUST00000176139.2	processed_pseudogene
ENSMUSG00000091155	ENSMUSG00000091155.2	ENSMUST00000171692	ENSMUST00000171692.2	protein_coding
ENSMUSG00000093497	ENSMUSG00000093497.2	ENSMUST00000176344	ENSMUST00000176344.2	lncRNA
ENSMUSG00000104296	ENSMUSG00000104296.2	ENSMUST00000193536	ENSMUST00000193536.2	TEC
ENSMUSG00000095663	ENSMUSG00000095663.3	ENSMUST00000238514	ENSMUST00000238514.2	lncRNA
ENSMUSG00000095663	ENSMUSG00000095663.3	ENSMUST00000179217	ENSMUST00000179217.2	lncRNA
ENSMUSG00000104363	ENSMUSG00000104363.2	ENSMUST00000192680	ENSMUST00000192680.2	TEC
ENSMUSG00000103277	ENSMUSG00000103277.2	ENSMUST00000192153	ENSMUST00000192153.2	TEC
ENSMUSG00000104157	ENSMUSG00000104157.2	ENSMUST00000193484	ENSMUST00000193484.2	lncRNA
ENSMUSG00000102446	ENSMUSG00000102446.2	ENSMUST00000193904	ENSMUST00000193904.2	processed_pseudogene
ENSMUSG00000104248	ENSMUSG00000104248.2	ENSMUST00000195389	ENSMUST00000195389.2	TEC
ENSMUSG00000103471	ENSMUSG00000103471.2	ENSMUST00000193453	ENSMUST00000193453.2	processed_pseudogene
ENSMUSG00000105895	ENSMUSG00000105895.2	ENSMUST00000198417	ENSMUST00000198417.2	lncRNA
ENSMUSG00000103047	ENSMUSG00000103047.2	ENSMUST00000195237	ENSMUST00000195237.2	TEC
ENSMUSG00000107028	ENSMUSG00000107028.2	ENSMUST00000202103	ENSMUST00000202103.2	processed_pseudogene
ENSMUSG00000098190	ENSMUSG00000098190.2	ENSMUST00000182150	ENSMUST00000182150.2	processed_pseudogene
ENSMUSG00000104585	ENSMUSG00000104585.2	ENSMUST00000200412	ENSMUST00000200412.2	lncRNA
ENSMUSG00000091685	ENSMUSG00000091685.7	ENSMUST00000195157	ENSMUST00000195157.2	protein_coding
ENSMUSG00000091685	ENSMUSG00000091685.7	ENSMUST00000164216	ENSMUST00000164216.6	protein_coding
ENSMUSG00000091685	ENSMUSG00000091685.7	ENSMUST00000199658	ENSMUST00000199658.2	protein_coding
ENSMUSG00000102033	ENSMUSG00000102033.2	ENSMUST00000185884	ENSMUST00000185884.2	processed_pseudogene
ENSMUSG00000094429	ENSMUSG00000094429.3	ENSMUST00000179777	ENSMUST00000179777.3	protein_coding
ENSMUSG00000103411	ENSMUSG00000103411.2	ENSMUST00000192792	ENSMUST00000192792.2	processed_pseudogene
ENSMUSG00000102030	ENSMUSG00000102030.2	ENSMUST00000186264	ENSMUST00000186264.2	protein_coding
ENSMUSG00000096065	ENSMUSG00000096065.2	ENSMUST00000119277	ENSMUST00000119277.2	processed_pseudogene
ENSMUSG00000096521	ENSMUSG00000096521.2	ENSMUST00000118035	ENSMUST00000118035.3	processed_pseudogene
ENSMUSG00000093594	ENSMUSG00000093594.2	ENSMUST00000176201	ENSMUST00000176201.2	lncRNA
ENSMUSG00000093270	ENSMUSG00000093270.3	ENSMUST00000175529	ENSMUST00000175529.3	miRNA
ENSMUSG00000099123	ENSMUSG00000099123.3	ENSMUST00000184733	ENSMUST00000184733.3	miRNA
ENSMUSG00000099827	ENSMUSG00000099827.2	ENSMUST00000191209	ENSMUST00000191209.2	lncRNA
ENSMUSG00000092617	ENSMUSG00000092617.2	ENSMUST00000077493	ENSMUST00000077493.7	processed_pseudogene
ENSMUSG00000092182	ENSMUSG00000092182.2	ENSMUST00000172891	ENSMUST00000172891.2	lncRNA
ENSMUSG00000101084	ENSMUSG00000101084.2	ENSMUST00000186880	ENSMUST00000186880.2	lncRNA
ENSMUSG00000098012	ENSMUSG00000098012.2	ENSMUST00000182240	ENSMUST00000182240.2	processed_pseudogene
ENSMUSG00000104042	ENSMUSG00000104042.2	ENSMUST00000195000	ENSMUST00000195000.2	TEC
ENSMUSG00000105776	ENSMUSG00000105776.2	ENSMUST00000199580	ENSMUST00000199580.2	TEC
ENSMUSG00000094615	ENSMUSG00000094615.3	ENSMUST00000178708	ENSMUST00000178708.3	processed_pseudogene
ENSMUSG00000097949	ENSMUSG00000097949.2	ENSMUST00000182417	ENSMUST00000182417.2	processed_pseudogene
ENSMUSG00000098405	ENSMUSG00000098405.3	ENSMUST00000185033	ENSMUST00000185033.3	scaRNA
ENSMUSG00000100780	ENSMUSG00000100780.2	ENSMUST00000186143	ENSMUST00000186143.2	lncRNA
ENSMUSG00000100194	ENSMUSG00000100194.2	ENSMUST00000072518	ENSMUST00000072518.8	protein_coding
ENSMUSG00000100133	ENSMUSG00000100133.2	ENSMUST00000073857	ENSMUST00000073857.6	protein_coding
ENSMUSG00000108150	ENSMUSG00000108150.2	ENSMUST00000203913	ENSMUST00000203913.2	unprocessed_pseudogene
ENSMUSG00000107446	ENSMUSG00000107446.2	ENSMUST00000203194	ENSMUST00000203194.2	TEC
ENSMUSG00000091983	ENSMUSG00000091983.4	ENSMUST00000204324	ENSMUST00000204324.3	protein_coding
ENSMUSG00000091983	ENSMUSG00000091983.4	ENSMUST00000203396	ENSMUST00000203396.3	protein_coding
ENSMUSG00000091983	ENSMUSG00000091983.4	ENSMUST00000170504	ENSMUST00000170504.2	protein_coding
ENSMUSG00000097735	ENSMUSG00000097735.8	ENSMUST00000181393	ENSMUST00000181393.8	lncRNA
ENSMUSG00000097735	ENSMUSG00000097735.8	ENSMUST00000181625	ENSMUST00000181625.2	lncRNA
ENSMUSG00000104621	ENSMUSG00000104621.2	ENSMUST00000197507	ENSMUST00000197507.2	TEC
ENSMUSG00000098882	ENSMUSG00000098882.3	ENSMUST00000184924	ENSMUST00000184924.3	miRNA
ENSMUSG00000090631	ENSMUSG00000090631.4	ENSMUST00000057251	ENSMUST00000057251.8	protein_coding
ENSMUSG00000098648	ENSMUSG00000098648.3	ENSMUST00000183564	ENSMUST00000183564.3	miRNA
ENSMUSG00000107659	ENSMUSG00000107659.2	ENSMUST00000203181	ENSMUST00000203181.2	lncRNA
ENSMUSG00000107698	ENSMUSG00000107698.2	ENSMUST00000203376	ENSMUST00000203376.2	TEC
ENSMUSG00000099245	ENSMUSG00000099245.3	ENSMUST00000184011	ENSMUST00000184011.3	miRNA
ENSMUSG00000098858	ENSMUSG00000098858.3	ENSMUST00000183649	ENSMUST00000183649.3	miRNA
ENSMUSG00000103634	ENSMUSG00000103634.2	ENSMUST00000192113	ENSMUST00000192113.2	TEC
ENSMUSG00000104154	ENSMUSG00000104154.2	ENSMUST00000195121	ENSMUST00000195121.2	TEC
ENSMUSG00000093757	ENSMUSG00000093757.3	ENSMUST00000176631	ENSMUST00000176631.3	miRNA
ENSMUSG00000107041	ENSMUSG00000107041.2	ENSMUST00000201718	ENSMUST00000201718.2	TEC
ENSMUSG00000103564	ENSMUSG00000103564.2	ENSMUST00000194355	ENSMUST00000194355.2	processed_pseudogene
ENSMUSG00000106859	ENSMUSG00000106859.2	ENSMUST00000201074	ENSMUST00000201074.2	TEC
ENSMUSG00000097002	ENSMUSG00000097002.2	ENSMUST00000180668	ENSMUST00000180668.2	lncRNA
ENSMUSG00000108518	ENSMUSG00000108518.2	ENSMUST00000206270	ENSMUST00000206270.2	processed_pseudogene
ENSMUSG00000108212	ENSMUSG00000108212.2	ENSMUST00000205142	ENSMUST00000205142.2	processed_pseudogene
ENSMUSG00000108503	ENSMUSG00000108503.2	ENSMUST00000206478	ENSMUST00000206478.2	processed_pseudogene
ENSMUSG00000108376	ENSMUSG00000108376.2	ENSMUST00000206586	ENSMUST00000206586.2	TEC
ENSMUSG00000108672	ENSMUSG00000108672.2	ENSMUST00000206420	ENSMUST00000206420.2	TEC
ENSMUSG00000101643	ENSMUSG00000101643.2	ENSMUST00000190685	ENSMUST00000190685.2	lncRNA
ENSMUSG00000107471	ENSMUSG00000107471.2	ENSMUST00000204658	ENSMUST00000204658.2	processed_pseudogene
ENSMUSG00000098612	ENSMUSG00000098612.3	ENSMUST00000184225	ENSMUST00000184225.3	miRNA
ENSMUSG00000092109	ENSMUSG00000092109.3	ENSMUST00000171107	ENSMUST00000171107.3	protein_coding
ENSMUSG00000105572	ENSMUSG00000105572.2	ENSMUST00000198540	ENSMUST00000198540.2	TEC
ENSMUSG00000106099	ENSMUSG00000106099.2	ENSMUST00000199417	ENSMUST00000199417.2	lncRNA
