




Analysis Type:	PANTHER Overrepresentation Test (Released 20240807)
Annotation Version and Release Date:	GO Ontology database DOI:  10.XXXX/zenodo.XXXXXXXX Released 2025-10-05
Analyzed List:	upload_1 (Homo sapiens)
Reference List:	Homo sapiens (all genes in database)
Test Type:	FISHER
Correction:	FDR
GO biological process complete	Homo sapiens - REFLIST (20580)	upload_1 (5140)	upload_1 (expected)	upload_1 (over/under)	upload_1 (fold Enrichment)	upload_1 (raw P-value)	upload_1 (FDR)
regulation of apoptotic signaling pathway (GO:2001233)	382	127	95.41	+	1.33	2.62E-04	5.89E-03
regulation of developmental growth (GO:0048638)	310	103	77.42	+	1.33	1.15E-03	1.97E-02
cellular response to stress (GO:0033554)	1685	559	420.84	+	1.33	3.60E-15	6.88E-13
regulation of catabolic process (GO:0009894)	1090	361	272.24	+	1.33	5.56E-10	4.67E-08
negative regulation of defense response (GO:0031348)	293	97	73.18	+	1.33	1.71E-03	2.67E-02
glycoprotein biosynthetic process (GO:0009101)	269	89	67.18	+	1.32	2.82E-03	4.05E-02
response to growth factor (GO:0070848)	484	160	120.88	+	1.32	5.18E-05	1.50E-03
regulation of protein modification process (GO:0031399)	651	215	162.59	+	1.32	3.13E-06	1.29E-04
positive regulation of phosphorus metabolic process (GO:0010562)	318	105	79.42	+	1.32	1.33E-03	2.20E-02
positive regulation of phosphate metabolic process (GO:0045937)	318	105	79.42	+	1.32	1.33E-03	2.20E-02
regulation of actin filament-based process (GO:0032970)	397	131	99.15	+	1.32	2.77E-04	6.17E-03
positive regulation of molecular function (GO:0044093)	470	155	117.39	+	1.32	8.00E-05	2.20E-03
positive regulation of catabolic process (GO:0009896)	546	180	136.37	+	1.32	2.42E-05	7.77E-04
positive regulation of programmed cell death (GO:0043068)	540	178	134.87	+	1.32	2.73E-05	8.65E-04
positive regulation of protein localization (GO:1903829)	440	145	109.89	+	1.32	1.47E-04	3.65E-03
cytoskeleton organization (GO:0007010)	1311	432	327.43	+	1.32	2.36E-11	2.45E-09
response to hormone (GO:0009725)	820	270	204.80	+	1.32	1.96E-07	1.02E-05
regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction (GO:0051896)	283	93	70.68	+	1.32	2.86E-03	4.10E-02
macromolecule localization (GO:0033036)	2316	761	578.44	+	1.32	1.45E-19	4.13E-17
positive regulation of developmental process (GO:0051094)	1326	435	331.18	+	1.31	3.78E-11	3.77E-09
regulation of cell projection organization (GO:0031344)	656	215	163.84	+	1.31	5.34E-06	2.05E-04
regulation of intracellular signal transduction (GO:1902531)	2057	673	513.75	+	1.31	8.76E-17	1.90E-14
response to nitrogen compound (GO:1901698)	1024	335	255.75	+	1.31	1.09E-08	7.71E-07
circulatory system development (GO:0072359)	954	312	238.27	+	1.31	3.99E-08	2.43E-06
transport (GO:0006810)	3754	1227	937.59	+	1.31	4.12E-32	2.72E-29
lymphocyte activation (GO:0046649)	508	166	126.88	+	1.31	7.72E-05	2.13E-03
regulation of protein catabolic process (GO:0042176)	401	131	100.15	+	1.31	4.61E-04	9.46E-03
regulation of phosphorylation (GO:0042325)	438	143	109.39	+	1.31	2.76E-04	6.17E-03
cellular response to oxygen-containing compound (GO:1901701)	1059	345	264.49	+	1.30	1.19E-08	8.21E-07
regulation of catalytic activity (GO:0050790)	528	172	131.87	+	1.30	6.86E-05	1.92E-03
regulation of cell migration (GO:0030334)	952	310	237.77	+	1.30	7.37E-08	4.25E-06
negative regulation of protein metabolic process (GO:0051248)	556	181	138.86	+	1.30	4.49E-05	1.33E-03
protein-containing complex assembly (GO:0065003)	1337	435	333.93	+	1.30	1.35E-10	1.23E-08
negative regulation of cell population proliferation (GO:0008285)	698	227	174.33	+	1.30	5.37E-06	2.05E-04
positive regulation of immune system process (GO:0002684)	1049	341	262.00	+	1.30	1.94E-08	1.28E-06
establishment of localization in cell (GO:0051649)	1585	515	395.86	+	1.30	2.63E-12	3.29E-10
membrane organization (GO:0061024)	798	259	199.31	+	1.30	1.24E-06	5.50E-05
hemopoiesis (GO:0030097)	721	234	180.07	+	1.30	4.08E-06	1.62E-04
regulation of plasma membrane bounded cell projection organization (GO:0120035)	638	207	159.34	+	1.30	1.82E-05	6.00E-04
response to peptide (GO:1901652)	900	292	224.78	+	1.30	2.85E-07	1.44E-05
localization (GO:0051179)	4600	1492	1148.88	+	1.30	1.41E-38	1.21E-35
establishment of localization (GO:0051234)	3984	1292	995.03	+	1.30	2.58E-32	1.79E-29
intracellular protein localization (GO:0008104)	1875	608	468.29	+	1.30	2.86E-14	4.95E-12
protein-containing complex organization (GO:0043933)	1493	484	372.89	+	1.30	1.79E-11	1.93E-09
cell cycle (GO:0007049)	1006	326	251.26	+	1.30	5.66E-08	3.37E-06
cell surface receptor protein tyrosine kinase signaling pathway (GO:0007169)	429	139	107.15	+	1.30	4.63E-04	9.49E-03
regulation of synapse organization (GO:0050807)	321	104	80.17	+	1.30	2.73E-03	3.96E-02
regulation of supramolecular fiber organization (GO:1902903)	389	126	97.16	+	1.30	9.05E-04	1.67E-02
regulation of cell population proliferation (GO:0042127)	1657	536	413.85	+	1.30	2.02E-12	2.58E-10
response to cytokine (GO:0034097)	885	286	221.03	+	1.29	5.33E-07	2.54E-05
protein transport (GO:0015031)	1105	357	275.98	+	1.29	1.87E-08	1.25E-06
muscle organ development (GO:0007517)	319	103	79.67	+	1.29	3.27E-03	4.57E-02
nitrogen compound transport (GO:0071705)	1543	498	385.38	+	1.29	1.91E-11	2.00E-09
cellular localization (GO:0051641)	1935	624	483.28	+	1.29	3.53E-14	5.83E-12
intracellular transport (GO:0046907)	1276	411	318.69	+	1.29	2.07E-09	1.65E-07
regulation of cellular component biogenesis (GO:0044087)	1056	340	263.74	+	1.29	6.13E-08	3.62E-06
positive regulation of apoptotic process (GO:0043065)	516	166	128.87	+	1.29	2.02E-04	4.77E-03
regulation of protein localization (GO:0032880)	905	291	226.03	+	1.29	7.02E-07	3.23E-05
regulation of secretion (GO:0051046)	622	200	155.35	+	1.29	4.14E-05	1.24E-03
positive regulation of MAPK cascade (GO:0043410)	470	151	117.39	+	1.29	4.44E-04	9.15E-03
regulation of cellular component organization (GO:0051128)	2571	826	642.13	+	1.29	2.31E-18	5.70E-16
metabolic process (GO:0008152)	7657	2458	1912.39	+	1.29	1.84E-72	1.34E-68
positive regulation of protein metabolic process (GO:0051247)	810	260	202.30	+	1.29	3.33E-06	1.36E-04
positive regulation of signal transduction (GO:0009967)	1645	528	410.85	+	1.29	1.16E-11	1.28E-09
positive regulation of signaling (GO:0023056)	1832	588	457.55	+	1.29	6.08E-13	8.41E-11
regulation of establishment of protein localization (GO:0070201)	530	170	132.37	+	1.28	2.00E-04	4.72E-03
biosynthetic process (GO:0009058)	4033	1293	1007.27	+	1.28	7.48E-30	4.73E-27
positive regulation of cell communication (GO:0010647)	1831	587	457.31	+	1.28	8.97E-13	1.21E-10
regulation of body fluid levels (GO:0050878)	378	121	94.41	+	1.28	1.80E-03	2.78E-02
negative regulation of cellular component organization (GO:0051129)	753	241	188.07	+	1.28	9.57E-06	3.41E-04
response to lipid (GO:0033993)	875	280	218.54	+	1.28	1.93E-06	8.21E-05
positive regulation of intracellular signal transduction (GO:1902533)	1166	373	291.22	+	1.28	2.84E-08	1.80E-06
regulation of protein transport (GO:0051223)	435	139	108.64	+	1.28	9.35E-04	1.72E-02
cellular response to endogenous stimulus (GO:0071495)	937	299	234.02	+	1.28	1.07E-06	4.84E-05
primary metabolic process (GO:0044238)	6771	2160	1691.10	+	1.28	1.11E-56	4.03E-53
vasculature development (GO:0001944)	565	180	141.11	+	1.28	1.77E-04	4.26E-03
regulation of leukocyte differentiation (GO:1902105)	352	112	87.91	+	1.27	3.47E-03	4.79E-02
in utero embryonic development (GO:0001701)	415	132	103.65	+	1.27	1.59E-03	2.55E-02
regulation of protein-containing complex assembly (GO:0043254)	434	138	108.39	+	1.27	1.36E-03	2.22E-02
regulation of cytokine production (GO:0001817)	828	263	206.80	+	1.27	7.58E-06	2.77E-04
regulation of cell motility (GO:2000145)	1011	321	252.50	+	1.27	6.82E-07	3.15E-05
regulation of protein metabolic process (GO:0051246)	1550	492	387.12	+	1.27	4.41E-10	3.80E-08
protein biosynthetic process (GO:0160307)	394	125	98.40	+	1.27	2.22E-03	3.33E-02
translation (GO:0006412)	394	125	98.40	+	1.27	2.22E-03	3.33E-02
organelle assembly (GO:0070925)	940	298	234.77	+	1.27	2.00E-06	8.46E-05
negative regulation of signaling (GO:0023057)	1513	479	377.88	+	1.27	1.12E-09	9.28E-08
regulation of defense response (GO:0031347)	891	282	222.53	+	1.27	4.28E-06	1.69E-04
regulation of signal transduction (GO:0009966)	3192	1010	797.22	+	1.27	2.20E-20	6.94E-18
regulation of locomotion (GO:0040012)	1057	334	263.99	+	1.27	6.62E-07	3.08E-05
regulation of biological quality (GO:0065008)	3065	968	765.51	+	1.26	3.43E-19	9.06E-17
regulation of vesicle-mediated transport (GO:0060627)	570	180	142.36	+	1.26	3.31E-04	7.24E-03
positive regulation of multicellular organismal process (GO:0051240)	1701	537	424.84	+	1.26	1.67E-10	1.48E-08
negative regulation of signal transduction (GO:0009968)	1416	447	353.66	+	1.26	6.60E-09	4.84E-07
cellular response to cytokine stimulus (GO:0071345)	783	247	195.56	+	1.26	2.47E-05	7.90E-04
blood vessel development (GO:0001568)	539	170	134.62	+	1.26	4.93E-04	9.98E-03
negative regulation of cell communication (GO:0010648)	1513	477	377.88	+	1.26	2.41E-09	1.90E-07
microtubule cytoskeleton organization (GO:0000226)	600	189	149.85	+	1.26	2.67E-04	5.99E-03
regulation of DNA metabolic process (GO:0051052)	502	158	125.38	+	1.26	9.83E-04	1.75E-02
cell population proliferation (GO:0008283)	563	177	140.61	+	1.26	4.48E-04	9.22E-03
positive regulation of cell population proliferation (GO:0008284)	929	292	232.02	+	1.26	5.48E-06	2.09E-04
enzyme-linked receptor protein signaling pathway (GO:0007167)	630	198	157.35	+	1.26	2.16E-04	4.99E-03
regulation of anatomical structure morphogenesis (GO:0022603)	840	264	209.80	+	1.26	1.85E-05	6.10E-04
cellular response to chemical stimulus (GO:0070887)	1989	624	496.77	+	1.26	1.27E-11	1.40E-09
establishment of protein localization (GO:0045184)	1324	415	330.68	+	1.25	6.91E-08	4.04E-06
response to stress (GO:0006950)	3631	1137	906.87	+	1.25	1.64E-21	6.28E-19
positive regulation of cytokine production (GO:0001819)	521	163	130.12	+	1.25	1.01E-03	1.77E-02
regulation of response to stress (GO:0080134)	1484	464	370.64	+	1.25	1.38E-08	9.43E-07
protein metabolic process (GO:0019538)	3320	1038	829.19	+	1.25	3.56E-19	9.23E-17
blood vessel morphogenesis (GO:0048514)	442	138	110.39	+	1.25	2.67E-03	3.91E-02
regulation of signaling (GO:0023051)	3636	1135	908.12	+	1.25	5.85E-21	2.03E-18
regulation of cell communication (GO:0010646)	3643	1137	909.86	+	1.25	5.20E-21	1.84E-18
regulation of hemopoiesis (GO:1903706)	436	136	108.89	+	1.25	3.01E-03	4.27E-02
protein localization to organelle (GO:0033365)	709	221	177.08	+	1.25	1.44E-04	3.59E-03
positive regulation of cell development (GO:0010720)	430	134	107.40	+	1.25	3.38E-03	4.68E-02
endomembrane system organization (GO:0010256)	597	186	149.10	+	1.25	5.41E-04	1.09E-02
regulation of secretion by cell (GO:1903530)	569	177	142.11	+	1.25	8.23E-04	1.54E-02
positive regulation of response to stimulus (GO:0048584)	2342	728	584.93	+	1.24	1.36E-12	1.77E-10
regulation of mitotic cell cycle (GO:0007346)	518	161	129.37	+	1.24	1.42E-03	2.30E-02
regulation of cytoskeleton organization (GO:0051493)	544	169	135.87	+	1.24	1.09E-03	1.89E-02
vesicle-mediated transport (GO:0016192)	1340	416	334.67	+	1.24	2.03E-07	1.05E-05
inflammatory response (GO:0006954)	609	189	152.10	+	1.24	6.12E-04	1.21E-02
regulation of developmental process (GO:0050793)	2527	784	631.14	+	1.24	2.00E-13	3.00E-11
protein modification process (GO:0036211)	1481	459	369.89	+	1.24	5.61E-08	3.36E-06
cellular component assembly (GO:0022607)	2575	798	643.12	+	1.24	1.50E-13	2.30E-11
regulation of cell cycle process (GO:0010564)	770	238	192.31	+	1.24	1.55E-04	3.82E-03
positive regulation of defense response (GO:0031349)	466	144	116.39	+	1.24	3.43E-03	4.75E-02
regulation of programmed cell death (GO:0043067)	1531	473	382.38	+	1.24	5.32E-08	3.20E-06
macromolecule catabolic process (GO:0009057)	1146	354	286.22	+	1.24	3.43E-06	1.40E-04
negative regulation of response to stimulus (GO:0048585)	1771	547	442.32	+	1.24	4.42E-09	3.33E-07
positive regulation of immune response (GO:0050778)	693	214	173.08	+	1.24	3.49E-04	7.53E-03
regulation of growth (GO:0040008)	600	185	149.85	+	1.23	9.50E-04	1.74E-02
regulation of response to stimulus (GO:0048583)	4201	1292	1049.23	+	1.23	1.63E-21	6.42E-19
regulation of cell differentiation (GO:0045595)	1576	484	393.62	+	1.23	8.02E-08	4.59E-06
positive regulation of gene expression (GO:0010628)	1212	372	302.71	+	1.23	3.75E-06	1.50E-04
organelle organization (GO:0006996)	3146	965	785.74	+	1.23	3.64E-15	6.86E-13
protein catabolic process (GO:0030163)	852	261	212.79	+	1.23	1.42E-04	3.54E-03
regulation of apoptotic process (GO:0042981)	1474	451	368.14	+	1.23	4.06E-07	1.98E-05
regulation of immune system process (GO:0002682)	1667	510	416.34	+	1.22	6.33E-08	3.71E-06
cellular component biogenesis (GO:0044085)	2822	863	704.81	+	1.22	3.66E-13	5.27E-11
regulation of molecular function (GO:0065009)	867	265	216.54	+	1.22	1.38E-04	3.47E-03
tissue development (GO:0009888)	1798	549	449.06	+	1.22	2.56E-08	1.62E-06
regulation of multicellular organismal process (GO:0051239)	3029	923	756.51	+	1.22	1.17E-13	1.80E-11
positive regulation of response to external stimulus (GO:0032103)	591	180	147.61	+	1.22	2.35E-03	3.49E-02
negative regulation of programmed cell death (GO:0043069)	936	285	233.77	+	1.22	1.09E-04	2.89E-03
regulation of response to external stimulus (GO:0032101)	1147	349	286.47	+	1.22	1.80E-05	5.98E-04
cell migration (GO:0016477)	934	284	233.27	+	1.22	1.25E-04	3.22E-03
regulation of cell cycle (GO:0051726)	1106	336	276.23	+	1.22	2.88E-05	9.00E-04
anatomical structure formation involved in morphogenesis (GO:0048646)	994	301	248.26	+	1.21	1.07E-04	2.85E-03
macromolecule modification (GO:0043412)	1686	509	421.09	+	1.21	4.27E-07	2.06E-05
positive regulation of cellular process (GO:0048522)	5874	1773	1467.07	+	1.21	4.88E-27	2.45E-24
negative regulation of gene expression (GO:0010629)	1115	336	278.48	+	1.21	5.75E-05	1.65E-03
tube development (GO:0035295)	923	278	230.53	+	1.21	2.92E-04	6.46E-03
positive regulation of biological process (GO:0048518)	6232	1877	1556.49	+	1.21	1.14E-28	6.35E-26
regulation of multicellular organismal development (GO:2000026)	1428	430	356.65	+	1.21	4.94E-06	1.92E-04
regulation of immune response (GO:0050776)	1037	312	259.00	+	1.20	1.27E-04	3.25E-03
DNA damage response (GO:0006974)	831	250	207.55	+	1.20	6.76E-04	1.32E-02
negative regulation of multicellular organismal process (GO:0051241)	1153	346	287.97	+	1.20	6.47E-05	1.82E-03
negative regulation of apoptotic process (GO:0043066)	897	268	224.03	+	1.20	6.85E-04	1.34E-02
positive regulation of metabolic process (GO:0009893)	3516	1043	878.15	+	1.19	3.94E-12	4.77E-10
cell development (GO:0048468)	2328	688	581.43	+	1.18	1.04E-07	5.71E-06
cellular component organization (GO:0016043)	5846	1727	1460.08	+	1.18	4.48E-21	1.63E-18
nucleobase-containing compound metabolic process (GO:0006139)	2745	807	685.58	+	1.18	1.47E-08	1.00E-06
cellular component organization or biogenesis (GO:0071840)	6059	1781	1513.28	+	1.18	8.28E-21	2.80E-18
biological process involved in interspecies interaction between organisms (GO:0044419)	1664	488	415.60	+	1.17	2.69E-05	8.56E-04
response to biotic stimulus (GO:0009607)	1542	452	385.13	+	1.17	6.06E-05	1.72E-03
multicellular organism development (GO:0007275)	4053	1183	1012.27	+	1.17	8.59E-12	9.83E-10
anatomical structure development (GO:0048856)	5359	1563	1338.45	+	1.17	3.55E-16	7.37E-14
microtubule-based process (GO:0007017)	954	278	238.27	+	1.17	2.80E-03	4.02E-02
response to external stimulus (GO:0009605)	2039	594	509.25	+	1.17	6.68E-06	2.47E-04
response to external biotic stimulus (GO:0043207)	1499	436	374.39	+	1.16	1.75E-04	4.23E-03
system development (GO:0048731)	3655	1063	912.86	+	1.16	4.34E-10	3.75E-08
response to other organism (GO:0051707)	1496	435	373.64	+	1.16	1.74E-04	4.21E-03
positive regulation of biosynthetic process (GO:0009891)	2720	788	679.34	+	1.16	3.55E-07	1.75E-05
negative regulation of cellular process (GO:0048523)	5246	1519	1310.23	+	1.16	2.24E-14	3.92E-12
anatomical structure morphogenesis (GO:0009653)	2287	660	571.19	+	1.16	7.25E-06	2.66E-04
proteolysis (GO:0006508)	1328	383	331.68	+	1.15	9.26E-04	1.70E-02
macromolecule metabolic process (GO:0043170)	5431	1566	1356.43	+	1.15	3.74E-14	6.05E-12
developmental process (GO:0032502)	5934	1709	1482.06	+	1.15	1.38E-15	2.74E-13
positive regulation of macromolecule metabolic process (GO:0010604)	3187	917	795.98	+	1.15	1.02E-07	5.62E-06
negative regulation of biological process (GO:0048519)	5491	1578	1371.42	+	1.15	9.29E-14	1.45E-11
cellular developmental process (GO:0048869)	3778	1084	943.58	+	1.15	8.16E-09	5.93E-07
cell differentiation (GO:0030154)	3775	1083	942.83	+	1.15	8.11E-09	5.92E-07
response to chemical (GO:0042221)	3741	1071	934.34	+	1.15	1.70E-08	1.15E-06
positive regulation of macromolecule biosynthetic process (GO:0010557)	2599	741	649.12	+	1.14	1.13E-05	3.97E-04
macromolecule biosynthetic process (GO:0009059)	2970	846	741.78	+	1.14	2.33E-06	9.86E-05
defense response (GO:0006952)	1582	450	395.12	+	1.14	1.09E-03	1.88E-02
animal organ development (GO:0048513)	2930	829	731.79	+	1.13	9.58E-06	3.41E-04
cellular process (GO:0009987)	15672	4434	3914.19	+	1.13	3.42E-93	4.97E-89
gene expression (GO:0010467)	2582	726	644.87	+	1.13	9.98E-05	2.67E-03
nucleobase-containing compound biosynthetic process (GO:0034654)	1736	487	433.58	+	1.12	2.34E-03	3.47E-02
negative regulation of metabolic process (GO:0009892)	2873	804	717.55	+	1.12	7.06E-05	1.97E-03
response to stimulus (GO:0050896)	8322	2291	2078.48	+	1.10	3.84E-12	4.69E-10
cellular response to stimulus (GO:0051716)	6480	1782	1618.43	+	1.10	1.74E-08	1.17E-06
multicellular organismal process (GO:0032501)	6526	1794	1629.91	+	1.10	1.68E-08	1.14E-06
negative regulation of macromolecule metabolic process (GO:0010605)	2641	726	659.61	+	1.10	1.61E-03	2.57E-02
regulation of metabolic process (GO:0019222)	6337	1723	1582.71	+	1.09	1.13E-06	5.08E-05
biological regulation (GO:0065007)	12390	3313	3094.49	+	1.07	5.65E-13	7.90E-11
biological_process (GO:0008150)	17839	4764	4455.42	+	1.07	1.05E-53	2.18E-50
regulation of biological process (GO:0050789)	11979	3192	2991.84	+	1.07	5.80E-11	5.59E-09
cell communication (GO:0007154)	5314	1413	1327.21	+	1.06	1.66E-03	2.60E-02
signaling (GO:0023052)	5270	1401	1316.22	+	1.06	1.82E-03	2.81E-02
regulation of cellular process (GO:0050794)	11547	3066	2883.94	+	1.06	3.47E-09	2.65E-07
regulation of RNA metabolic process (GO:0051252)	3702	843	924.60	-	.91	5.85E-04	1.17E-02
regulation of DNA-templated transcription (GO:0006355)	3393	765	847.43	-	.90	3.42E-04	7.39E-03
regulation of RNA biosynthetic process (GO:2001141)	3405	767	850.42	-	.90	2.95E-04	6.48E-03
regulation of transcription by RNA polymerase II (GO:0006357)	2652	583	662.36	-	.88	1.20E-04	3.13E-03
nervous system process (GO:0050877)	1509	273	376.88	-	.72	4.20E-11	4.13E-09
adaptive immune response (GO:0002250)	702	118	175.33	-	.67	1.49E-07	7.94E-06
pattern specification process (GO:0007389)	462	75	115.39	-	.65	5.88E-06	2.22E-04
regionalization (GO:0003002)	414	65	103.40	-	.63	5.29E-06	2.03E-04
immunoglobulin mediated immune response (GO:0016064)	181	28	45.21	-	.62	2.44E-03	3.62E-02
G protein-coupled receptor signaling pathway (GO:0007186)	1273	191	317.94	-	.60	5.21E-19	1.31E-16
Unclassified (UNCLASSIFIED)	2741	376	684.58	-	.55	1.05E-53	2.54E-50
sensory perception (GO:0007600)	1013	123	253.00	-	.49	3.22E-25	1.46E-22
dorsal/ventral pattern formation (GO:0009953)	86	9	21.48	-	.42	1.06E-03	1.83E-02
detection of stimulus (GO:0051606)	694	59	173.33	-	.34	1.80E-29	1.09E-26
detection of stimulus involved in sensory perception (GO:0050906)	563	23	140.61	-	.16	7.73E-42	8.64E-39
sensory perception of chemical stimulus (GO:0007606)	548	21	136.87	-	.15	4.70E-42	5.70E-39
detection of chemical stimulus (GO:0009593)	522	20	130.37	-	.15	5.77E-40	5.59E-37
regulation of immune response to tumor cell (GO:0002837)	32	1	7.99	-	.13	1.76E-03	2.73E-02
detection of chemical stimulus involved in sensory perception (GO:0050907)	485	8	121.13	-	.07	8.51E-49	1.37E-45
sensory perception of smell (GO:0007608)	467	5	116.64	-	.04	1.04E-50	1.90E-47
detection of chemical stimulus involved in sensory perception of smell (GO:0050911)	437	0	109.14	-	 < 0.01	1.17E-55	3.40E-52
outer dynein arm assembly (GO:0036158)	22	0	5.49	-	 < 0.01	2.48E-03	3.67E-02
neuronal stem cell population maintenance (GO:0097150)	23	0	5.74	-	 < 0.01	2.57E-03	3.79E-02
negative regulation of natural killer cell mediated cytotoxicity (GO:0045953)	25	0	6.24	-	 < 0.01	1.65E-03	2.60E-02
immune response-inhibiting cell surface receptor signaling pathway (GO:0002767)	47	0	11.74	-	 < 0.01	1.83E-06	7.92E-05
immune response-inhibiting signal transduction (GO:0002765)	49	0	12.24	-	 < 0.01	1.13E-06	5.08E-05
forebrain regionalization (GO:0021871)	24	0	5.99	-	 < 0.01	1.52E-03	2.44E-02
