




Analysis Type:	PANTHER Overrepresentation Test (Released 20240807)
Annotation Version and Release Date:	GO Ontology database DOI:  10.XXXX/zenodo.XXXXXXXX Released 2025-10-05
Analyzed List:	upload_1 (Homo sapiens)
Reference List:	Homo sapiens (all genes in database)
Test Type:	FISHER
Correction:	FDR
GO biological process complete	Homo sapiens - REFLIST (20580)	upload_1 (5121)	upload_1 (expected)	upload_1 (over/under)	upload_1 (fold Enrichment)	upload_1 (raw P-value)	upload_1 (FDR)
response to purine-containing compound (GO:0014074)	144	58	35.83	+	1.62	4.25E-05	8.92E-04
regulation of cytokine production involved in inflammatory response (GO:1900015)	72	29	17.92	+	1.62	3.87E-03	3.80E-02
diencephalon development (GO:0021536)	82	33	20.40	+	1.62	2.01E-03	2.30E-02
negative regulation of protein-containing complex disassembly (GO:0043242)	82	33	20.40	+	1.62	2.01E-03	2.30E-02
plasma membrane bounded cell projection organization (GO:0120036)	1198	482	298.10	+	1.62	1.85E-33	8.13E-31
hippocampus development (GO:0021766)	97	39	24.14	+	1.62	8.78E-04	1.20E-02
regulation of microtubule polymerization or depolymerization (GO:0031110)	102	41	25.38	+	1.62	7.55E-04	1.06E-02
synaptic vesicle cycle (GO:0099504)	147	59	36.58	+	1.61	4.79E-05	9.90E-04
monoatomic ion transmembrane transport (GO:0034220)	860	345	214.00	+	1.61	1.15E-23	2.35E-21
neuromuscular process (GO:0050905)	172	69	42.80	+	1.61	1.14E-05	2.83E-04
exocytosis (GO:0006887)	242	97	60.22	+	1.61	1.81E-07	6.91E-06
negative regulation of neuron differentiation (GO:0045665)	70	28	17.42	+	1.61	5.25E-03	4.73E-02
regulation of coagulation (GO:0050818)	75	30	18.66	+	1.61	4.48E-03	4.22E-02
positive regulation of MAPK cascade (GO:0043410)	470	188	116.95	+	1.61	3.84E-13	3.32E-11
regulation of hormone secretion (GO:0046883)	260	104	64.70	+	1.61	6.79E-08	2.81E-06
negative regulation of adaptive immune response (GO:0002820)	75	30	18.66	+	1.61	4.48E-03	4.22E-02
morphogenesis of a branching epithelium (GO:0061138)	170	68	42.30	+	1.61	1.53E-05	3.65E-04
cell projection organization (GO:0030030)	1254	501	312.04	+	1.61	6.92E-34	3.25E-31
positive regulation of hormone secretion (GO:0046887)	148	59	36.83	+	1.60	5.36E-05	1.09E-03
regionalization (GO:0003002)	414	165	103.02	+	1.60	1.62E-11	1.18E-09
chloride transmembrane transport (GO:1902476)	113	45	28.12	+	1.60	4.35E-04	6.56E-03
amino acid catabolic process (GO:0009063)	108	43	26.87	+	1.60	7.11E-04	1.01E-02
regulation of gliogenesis (GO:0014013)	93	37	23.14	+	1.60	1.60E-03	1.89E-02
cilium-dependent cell motility (GO:0060285)	239	95	59.47	+	1.60	3.57E-07	1.29E-05
cilium or flagellum-dependent cell motility (GO:0001539)	239	95	59.47	+	1.60	3.57E-07	1.29E-05
blood vessel diameter maintenance (GO:0097746)	156	62	38.82	+	1.60	3.80E-05	8.13E-04
regulation of tube diameter (GO:0035296)	156	62	38.82	+	1.60	3.80E-05	8.12E-04
myotube differentiation (GO:0014902)	78	31	19.41	+	1.60	3.66E-03	3.71E-02
neuron differentiation (GO:0030182)	1130	449	281.18	+	1.60	1.18E-29	3.37E-27
regulation of body fluid levels (GO:0050878)	378	150	94.06	+	1.59	1.84E-10	1.17E-08
cilium movement involved in cell motility (GO:0060294)	237	94	58.97	+	1.59	4.74E-07	1.66E-05
regulation of cell junction assembly (GO:1901888)	280	111	69.67	+	1.59	4.26E-08	1.85E-06
generation of neurons (GO:0048699)	1204	477	299.60	+	1.59	4.08E-31	1.29E-28
cell fate commitment (GO:0045165)	260	103	64.70	+	1.59	1.50E-07	5.85E-06
pattern specification process (GO:0007389)	462	183	114.96	+	1.59	1.91E-12	1.54E-10
leukocyte migration (GO:0050900)	245	97	60.96	+	1.59	3.35E-07	1.22E-05
monoatomic ion transport (GO:0006811)	1018	403	253.31	+	1.59	3.00E-26	7.51E-24
amino acid transport (GO:0006865)	139	55	34.59	+	1.59	1.56E-04	2.76E-03
negative regulation of neurogenesis (GO:0050768)	129	51	32.10	+	1.59	3.02E-04	4.87E-03
response to cAMP (GO:0051591)	86	34	21.40	+	1.59	2.55E-03	2.79E-02
dorsal/ventral pattern formation (GO:0009953)	86	34	21.40	+	1.59	2.55E-03	2.78E-02
regulation of insulin secretion (GO:0050796)	167	66	41.56	+	1.59	2.98E-05	6.64E-04
chloride transport (GO:0006821)	124	49	30.86	+	1.59	3.45E-04	5.46E-03
regulation of tube size (GO:0035150)	157	62	39.07	+	1.59	5.67E-05	1.15E-03
ventricular septum development (GO:0003281)	76	30	18.91	+	1.59	4.92E-03	4.49E-02
striated muscle tissue development (GO:0014706)	327	129	81.37	+	1.59	4.74E-09	2.48E-07
regulation of exocytosis (GO:0017157)	193	76	48.02	+	1.58	7.86E-06	2.04E-04
embryonic organ morphogenesis (GO:0048562)	305	120	75.89	+	1.58	2.21E-08	1.02E-06
microtubule cytoskeleton organization (GO:0000226)	600	236	149.30	+	1.58	2.93E-15	3.25E-13
mononuclear cell migration (GO:0071674)	117	46	29.11	+	1.58	5.45E-04	7.96E-03
intracellular calcium ion homeostasis (GO:0006874)	201	79	50.02	+	1.58	5.55E-06	1.52E-04
positive regulation of peptide hormone secretion (GO:0090277)	112	44	27.87	+	1.58	8.93E-04	1.22E-02
sperm motility (GO:0097722)	224	88	55.74	+	1.58	1.74E-06	5.35E-05
flagellated sperm motility (GO:0030317)	224	88	55.74	+	1.58	1.74E-06	5.34E-05
regulation of peptidyl-tyrosine phosphorylation (GO:0050730)	84	33	20.90	+	1.58	3.42E-03	3.50E-02
artery development (GO:0060840)	107	42	26.63	+	1.58	1.04E-03	1.35E-02
ameboidal-type cell migration (GO:0001667)	130	51	32.35	+	1.58	3.22E-04	5.18E-03
positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction (GO:0051897)	204	80	50.76	+	1.58	6.17E-06	1.66E-04
mesenchymal cell differentiation (GO:0048762)	176	69	43.79	+	1.58	3.21E-05	7.08E-04
positive regulation of neuron projection development (GO:0010976)	148	58	36.83	+	1.57	1.18E-04	2.17E-03
muscle organ development (GO:0007517)	319	125	79.38	+	1.57	1.45E-08	6.99E-07
fatty acid transport (GO:0015908)	92	36	22.89	+	1.57	2.38E-03	2.62E-02
cell-cell junction assembly (GO:0007043)	115	45	28.62	+	1.57	7.25E-04	1.02E-02
positive regulation of peptide secretion (GO:0002793)	115	45	28.62	+	1.57	7.25E-04	1.02E-02
cognition (GO:0050890)	335	131	83.36	+	1.57	7.16E-09	3.67E-07
heart morphogenesis (GO:0003007)	261	102	64.95	+	1.57	3.59E-07	1.30E-05
muscle tissue development (GO:0060537)	348	136	86.59	+	1.57	4.26E-09	2.24E-07
inner ear development (GO:0048839)	205	80	51.01	+	1.57	6.82E-06	1.81E-04
positive regulation of ERK1 and ERK2 cascade (GO:0070374)	195	76	48.52	+	1.57	1.28E-05	3.14E-04
cell-cell junction organization (GO:0045216)	172	67	42.80	+	1.57	4.10E-05	8.68E-04
neurogenesis (GO:0022008)	1386	539	344.88	+	1.56	8.87E-33	3.69E-30
negative regulation of response to wounding (GO:1903035)	90	35	22.40	+	1.56	3.18E-03	3.28E-02
regulation of ossification (GO:0030278)	126	49	31.35	+	1.56	5.73E-04	8.34E-03
amino acid transmembrane transport (GO:0003333)	103	40	25.63	+	1.56	1.85E-03	2.14E-02
positive regulation of reproductive process (GO:2000243)	85	33	21.15	+	1.56	5.22E-03	4.72E-02
taxis (GO:0042330)	353	137	87.84	+	1.56	5.69E-09	2.96E-07
mitotic sister chromatid segregation (GO:0000070)	147	57	36.58	+	1.56	2.39E-04	4.02E-03
organic cation transport (GO:0015695)	98	38	24.39	+	1.56	2.21E-03	2.46E-02
chemotaxis (GO:0006935)	351	136	87.34	+	1.56	7.48E-09	3.81E-07
multi-organism reproductive process (GO:0044703)	191	74	47.53	+	1.56	2.23E-05	5.16E-04
negative regulation of canonical Wnt signaling pathway (GO:0090090)	142	55	35.33	+	1.56	2.76E-04	4.54E-03
organic anion transport (GO:0015711)	408	158	101.52	+	1.56	4.37E-10	2.60E-08
positive regulation of neurogenesis (GO:0050769)	217	84	54.00	+	1.56	5.85E-06	1.59E-04
vesicle-mediated transport in synapse (GO:0099003)	155	60	38.57	+	1.56	1.66E-04	2.91E-03
cell recognition (GO:0008037)	145	56	36.08	+	1.55	2.30E-04	3.91E-03
platelet activation (GO:0030168)	101	39	25.13	+	1.55	2.47E-03	2.71E-02
hindbrain development (GO:0030902)	158	61	39.32	+	1.55	1.34E-04	2.43E-03
locomotory behavior (GO:0007626)	215	83	53.50	+	1.55	7.68E-06	2.01E-04
regulation of interleukin-6 production (GO:0032675)	153	59	38.07	+	1.55	2.20E-04	3.75E-03
locomotion (GO:0040011)	379	146	94.31	+	1.55	3.13E-09	1.69E-07
muscle structure development (GO:0061061)	530	204	131.88	+	1.55	2.80E-12	2.22E-10
regulation of neurogenesis (GO:0050767)	351	135	87.34	+	1.55	1.56E-08	7.49E-07
positive regulation of mitotic cell cycle phase transition (GO:1901992)	91	35	22.64	+	1.55	4.79E-03	4.40E-02
limb morphogenesis (GO:0035108)	156	60	38.82	+	1.55	1.77E-04	3.07E-03
appendage morphogenesis (GO:0035107)	156	60	38.82	+	1.55	1.77E-04	3.07E-03
response to wounding (GO:0009611)	458	176	113.97	+	1.54	1.09E-10	7.20E-09
regulation of secretion (GO:0051046)	622	239	154.77	+	1.54	4.12E-14	4.04E-12
stem cell differentiation (GO:0048863)	177	68	44.04	+	1.54	7.33E-05	1.43E-03
sister chromatid segregation (GO:0000819)	151	58	37.57	+	1.54	2.12E-04	3.63E-03
mesenchyme development (GO:0060485)	250	96	62.21	+	1.54	2.05E-06	6.18E-05
connective tissue development (GO:0061448)	250	96	62.21	+	1.54	2.05E-06	6.17E-05
regulation of developmental growth (GO:0048638)	310	119	77.14	+	1.54	1.32E-07	5.18E-06
regulation of dendrite development (GO:0050773)	99	38	24.63	+	1.54	3.29E-03	3.39E-02
regulation of calcium ion transmembrane transport (GO:1903169)	146	56	36.33	+	1.54	3.36E-04	5.32E-03
regulation of osteoblast differentiation (GO:0045667)	133	51	33.09	+	1.54	5.71E-04	8.32E-03
cell-matrix adhesion (GO:0007160)	141	54	35.09	+	1.54	3.98E-04	6.07E-03
skeletal system development (GO:0001501)	525	201	130.64	+	1.54	6.80E-12	5.15E-10
hemostasis (GO:0007599)	196	75	48.77	+	1.54	2.97E-05	6.62E-04
positive regulation of lymphocyte proliferation (GO:0050671)	149	57	37.08	+	1.54	2.78E-04	4.56E-03
centrosome cycle (GO:0007098)	102	39	25.38	+	1.54	2.69E-03	2.89E-02
regulation of chemotaxis (GO:0050920)	207	79	51.51	+	1.53	2.28E-05	5.22E-04
integrin-mediated signaling pathway (GO:0007229)	97	37	24.14	+	1.53	4.37E-03	4.13E-02
tissue remodeling (GO:0048771)	118	45	29.36	+	1.53	1.30E-03	1.60E-02
regulation of cell projection organization (GO:0031344)	656	250	163.23	+	1.53	3.11E-14	3.12E-12
spinal cord development (GO:0021510)	105	40	26.13	+	1.53	3.00E-03	3.15E-02
positive regulation of cytoskeleton organization (GO:0051495)	189	72	47.03	+	1.53	6.15E-05	1.22E-03
nervous system development (GO:0007399)	2269	864	564.60	+	1.53	1.45E-49	2.11E-46
telencephalon development (GO:0021537)	289	110	71.91	+	1.53	6.52E-07	2.21E-05
respiratory system development (GO:0060541)	221	84	54.99	+	1.53	1.45E-05	3.52E-04
positive regulation of mononuclear cell proliferation (GO:0032946)	150	57	37.33	+	1.53	4.05E-04	6.15E-03
regulation of secretion by cell (GO:1903530)	569	216	141.59	+	1.53	2.72E-12	2.16E-10
regulation of plasma membrane bounded cell projection organization (GO:0120035)	638	242	158.76	+	1.52	1.28E-13	1.17E-11
monoatomic anion transport (GO:0006820)	153	58	38.07	+	1.52	3.33E-04	5.30E-03
regulation of biomineral tissue development (GO:0070167)	103	39	25.63	+	1.52	3.97E-03	3.89E-02
regulation of cell size (GO:0008361)	177	67	44.04	+	1.52	1.53E-04	2.72E-03
negative regulation of Wnt signaling pathway (GO:0030178)	177	67	44.04	+	1.52	1.53E-04	2.71E-03
adult behavior (GO:0030534)	164	62	40.81	+	1.52	2.56E-04	4.27E-03
left/right pattern formation (GO:0060972)	143	54	35.58	+	1.52	6.26E-04	9.05E-03
regulation of epithelial cell differentiation (GO:0030856)	151	57	37.57	+	1.52	4.36E-04	6.55E-03
blood coagulation (GO:0007596)	191	72	47.53	+	1.51	9.62E-05	1.81E-03
regulation of B cell activation (GO:0050864)	138	52	34.34	+	1.51	1.01E-03	1.32E-02
forebrain development (GO:0030900)	414	156	103.02	+	1.51	7.03E-09	3.61E-07
regulation of leukocyte migration (GO:0002685)	223	84	55.49	+	1.51	2.26E-05	5.21E-04
positive regulation of secretion by cell (GO:1903532)	300	113	74.65	+	1.51	7.65E-07	2.53E-05
negative regulation of cytoskeleton organization (GO:0051494)	154	58	38.32	+	1.51	4.83E-04	7.14E-03
cilium assembly (GO:0060271)	362	136	90.08	+	1.51	7.53E-08	3.08E-06
regulation of hormone levels (GO:0010817)	567	213	141.09	+	1.51	1.44E-11	1.07E-09
transmembrane transport (GO:0055085)	1316	494	327.47	+	1.51	6.47E-26	1.57E-23
determination of left/right symmetry (GO:0007368)	136	51	33.84	+	1.51	1.33E-03	1.62E-02
regulation of microtubule-based process (GO:0032886)	280	105	69.67	+	1.51	2.63E-06	7.72E-05
cilium organization (GO:0044782)	400	150	99.53	+	1.51	1.64E-08	7.84E-07
regulation of anatomical structure morphogenesis (GO:0022603)	840	315	209.02	+	1.51	1.50E-16	1.85E-14
cell migration (GO:0016477)	934	350	232.41	+	1.51	3.11E-18	4.35E-16
monoatomic anion transmembrane transport (GO:0098656)	139	52	34.59	+	1.50	1.07E-03	1.38E-02
carboxylic acid transmembrane transport (GO:1905039)	139	52	34.59	+	1.50	1.07E-03	1.38E-02
dendrite development (GO:0016358)	115	43	28.62	+	1.50	3.25E-03	3.35E-02
positive regulation of secretion (GO:0051047)	321	120	79.88	+	1.50	6.26E-07	2.13E-05
cell motility (GO:0048870)	1204	450	299.60	+	1.50	4.08E-23	8.13E-21
positive regulation of leukocyte migration (GO:0002687)	150	56	37.33	+	1.50	8.27E-04	1.14E-02
anterior/posterior pattern specification (GO:0009952)	217	81	54.00	+	1.50	4.98E-05	1.02E-03
determination of bilateral symmetry (GO:0009855)	142	53	35.33	+	1.50	1.20E-03	1.50E-02
specification of symmetry (GO:0009799)	142	53	35.33	+	1.50	1.20E-03	1.50E-02
regulation of postsynapse organization (GO:0099175)	142	53	35.33	+	1.50	1.20E-03	1.50E-02
coagulation (GO:0050817)	193	72	48.02	+	1.50	1.49E-04	2.66E-03
cell-substrate adhesion (GO:0031589)	193	72	48.02	+	1.50	1.49E-04	2.66E-03
animal organ morphogenesis (GO:0009887)	990	369	246.35	+	1.50	9.00E-19	1.30E-16
cardiac septum development (GO:0003279)	110	41	27.37	+	1.50	3.84E-03	3.78E-02
regulation of mononuclear cell proliferation (GO:0032944)	247	92	61.46	+	1.50	1.53E-05	3.66E-04
positive regulation of chemotaxis (GO:0050921)	145	54	36.08	+	1.50	9.68E-04	1.28E-02
regulation of lymphocyte proliferation (GO:0050670)	245	91	60.96	+	1.49	1.98E-05	4.64E-04
ossification (GO:0001503)	272	101	67.68	+	1.49	7.42E-06	1.95E-04
developmental growth involved in morphogenesis (GO:0060560)	132	49	32.85	+	1.49	1.67E-03	1.97E-02
response to mechanical stimulus (GO:0009612)	221	82	54.99	+	1.49	5.83E-05	1.17E-03
detection of abiotic stimulus (GO:0009582)	151	56	37.57	+	1.49	8.74E-04	1.20E-02
tissue morphogenesis (GO:0048729)	599	222	149.05	+	1.49	1.92E-11	1.38E-09
cerebral cortex development (GO:0021987)	130	48	32.35	+	1.48	2.16E-03	2.44E-02
positive regulation of protein kinase activity (GO:0045860)	130	48	32.35	+	1.48	2.16E-03	2.44E-02
regulation of microtubule cytoskeleton organization (GO:0070507)	168	62	41.80	+	1.48	6.04E-04	8.75E-03
sensory organ morphogenesis (GO:0090596)	290	107	72.16	+	1.48	5.44E-06	1.49E-04
negative regulation of epithelial cell proliferation (GO:0050680)	122	45	30.36	+	1.48	3.12E-03	3.23E-02
developmental maturation (GO:0021700)	301	111	74.90	+	1.48	3.16E-06	9.11E-05
regulation of transmembrane transport (GO:0034762)	415	153	103.27	+	1.48	4.23E-08	1.84E-06
epithelial tube formation (GO:0072175)	133	49	33.09	+	1.48	2.37E-03	2.61E-02
female pregnancy (GO:0007565)	171	63	42.55	+	1.48	4.94E-04	7.26E-03
embryonic organ development (GO:0048568)	467	172	116.21	+	1.48	7.49E-09	3.81E-07
multi-multicellular organism process (GO:0044706)	201	74	50.02	+	1.48	1.52E-04	2.71E-03
positive regulation of cell cycle process (GO:0090068)	269	99	66.94	+	1.48	1.31E-05	3.21E-04
glial cell development (GO:0021782)	125	46	31.10	+	1.48	3.43E-03	3.50E-02
anatomical structure maturation (GO:0071695)	250	92	62.21	+	1.48	2.47E-05	5.65E-04
negative regulation of leukocyte activation (GO:0002695)	212	78	52.75	+	1.48	1.14E-04	2.11E-03
negative regulation of neuron apoptotic process (GO:0043524)	174	64	43.30	+	1.48	5.43E-04	7.94E-03
regulation of type II interferon production (GO:0032649)	136	50	33.84	+	1.48	1.95E-03	2.23E-02
regulation of epithelial cell proliferation (GO:0050678)	332	122	82.61	+	1.48	1.36E-06	4.29E-05
pallium development (GO:0021543)	199	73	49.52	+	1.47	1.95E-04	3.36E-03
cell maturation (GO:0048469)	199	73	49.52	+	1.47	1.95E-04	3.36E-03
metencephalon development (GO:0022037)	120	44	29.86	+	1.47	4.05E-03	3.92E-02
mitotic cell cycle checkpoint signaling (GO:0007093)	120	44	29.86	+	1.47	4.05E-03	3.91E-02
regeneration (GO:0031099)	142	52	35.33	+	1.47	1.75E-03	2.05E-02
system development (GO:0048731)	3655	1338	909.49	+	1.47	1.74E-68	1.26E-64
bone development (GO:0060348)	205	75	51.01	+	1.47	1.76E-04	3.05E-03
myeloid leukocyte migration (GO:0097529)	123	45	30.61	+	1.47	4.46E-03	4.20E-02
tube morphogenesis (GO:0035239)	695	254	172.94	+	1.47	4.49E-12	3.45E-10
regulation of response to wounding (GO:1903034)	167	61	41.56	+	1.47	8.22E-04	1.14E-02
positive regulation of kinase activity (GO:0033674)	137	50	34.09	+	1.47	2.75E-03	2.95E-02
morphogenesis of embryonic epithelium (GO:0016331)	148	54	36.83	+	1.47	1.57E-03	1.88E-02
limb development (GO:0060173)	198	72	49.27	+	1.46	3.50E-04	5.52E-03
appendage development (GO:0048736)	198	72	49.27	+	1.46	3.50E-04	5.52E-03
lipid transport (GO:0006869)	355	129	88.34	+	1.46	1.59E-06	4.95E-05
regulation of ERK1 and ERK2 cascade (GO:0070372)	289	105	71.91	+	1.46	1.40E-05	3.43E-04
negative regulation of cell activation (GO:0050866)	234	85	58.23	+	1.46	9.55E-05	1.80E-03
epithelial tube morphogenesis (GO:0060562)	314	114	78.13	+	1.46	6.72E-06	1.79E-04
anatomical structure morphogenesis (GO:0009653)	2287	830	569.08	+	1.46	3.96E-38	2.40E-35
positive regulation of cell projection organization (GO:0031346)	350	127	87.09	+	1.46	1.85E-06	5.64E-05
glial cell differentiation (GO:0010001)	204	74	50.76	+	1.46	3.13E-04	5.04E-03
detection of external stimulus (GO:0009581)	149	54	37.08	+	1.46	2.19E-03	2.45E-02
lipid localization (GO:0010876)	356	129	88.58	+	1.46	1.66E-06	5.12E-05
regulation of muscle cell differentiation (GO:0051147)	141	51	35.09	+	1.45	3.17E-03	3.27E-02
positive regulation of transport (GO:0051050)	849	307	211.26	+	1.45	8.41E-14	7.93E-12
negative regulation of secretion (GO:0051048)	166	60	41.31	+	1.45	1.13E-03	1.44E-02
gliogenesis (GO:0042063)	255	92	63.45	+	1.45	7.47E-05	1.46E-03
tube formation (GO:0035148)	147	53	36.58	+	1.45	2.82E-03	3.00E-02
respiratory tube development (GO:0030323)	197	71	49.02	+	1.45	4.72E-04	7.03E-03
anatomical structure formation involved in morphogenesis (GO:0048646)	994	358	247.34	+	1.45	1.41E-15	1.60E-13
tube development (GO:0035295)	923	332	229.67	+	1.45	1.62E-14	1.67E-12
positive regulation of leukocyte proliferation (GO:0070665)	167	60	41.56	+	1.44	1.56E-03	1.86E-02
regulation of lipid localization (GO:1905952)	156	56	38.82	+	1.44	2.07E-03	2.36E-02
negative regulation of lymphocyte activation (GO:0051250)	184	66	45.79	+	1.44	8.06E-04	1.12E-02
microtubule-based movement (GO:0007018)	502	180	124.91	+	1.44	3.37E-08	1.49E-06
central nervous system neuron differentiation (GO:0021953)	212	76	52.75	+	1.44	4.08E-04	6.20E-03
regulation of MAPK cascade (GO:0043408)	667	239	165.97	+	1.44	1.49E-10	9.69E-09
positive regulation of developmental process (GO:0051094)	1326	475	329.95	+	1.44	4.28E-20	6.91E-18
membrane lipid biosynthetic process (GO:0046467)	148	53	36.83	+	1.44	2.97E-03	3.14E-02
regulation of leukocyte proliferation (GO:0070663)	271	97	67.43	+	1.44	6.76E-05	1.33E-03
lung development (GO:0030324)	193	69	48.02	+	1.44	7.68E-04	1.07E-02
microtubule-based process (GO:0007017)	954	341	237.39	+	1.44	2.21E-14	2.25E-12
protein localization to extracellular region (GO:0071692)	140	50	34.84	+	1.44	4.26E-03	4.04E-02
regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction (GO:0051896)	283	101	70.42	+	1.43	5.36E-05	1.09E-03
negative regulation of cell projection organization (GO:0031345)	185	66	46.03	+	1.43	1.10E-03	1.41E-02
multicellular organism development (GO:0007275)	4053	1444	1008.52	+	1.43	8.05E-66	3.90E-62
cell projection assembly (GO:0030031)	469	167	116.70	+	1.43	1.83E-07	6.97E-06
cell development (GO:0048468)	2328	828	579.29	+	1.43	1.99E-34	9.98E-32
actin filament-based process (GO:0030029)	627	223	156.02	+	1.43	1.55E-09	8.66E-08
sensory perception of mechanical stimulus (GO:0050954)	197	70	49.02	+	1.43	8.69E-04	1.19E-02
cell chemotaxis (GO:0060326)	220	78	54.74	+	1.42	5.22E-04	7.67E-03
regulation of angiogenesis (GO:0045765)	299	106	74.40	+	1.42	4.79E-05	9.92E-04
cell surface receptor protein tyrosine kinase signaling pathway (GO:0007169)	429	152	106.75	+	1.42	8.20E-07	2.70E-05
morphogenesis of an epithelium (GO:0002009)	480	170	119.44	+	1.42	1.92E-07	7.32E-06
regulation of protein secretion (GO:0050708)	260	92	64.70	+	1.42	1.60E-04	2.83E-03
leukocyte chemotaxis (GO:0030595)	147	52	36.58	+	1.42	5.24E-03	4.73E-02
positive regulation of cell differentiation (GO:0045597)	857	303	213.25	+	1.42	2.98E-12	2.32E-10
proteinogenic amino acid metabolic process (GO:0170039)	167	59	41.56	+	1.42	2.86E-03	3.04E-02
circulatory system development (GO:0072359)	954	337	237.39	+	1.42	1.80E-13	1.61E-11
regulation of anatomical structure size (GO:0090066)	504	178	125.41	+	1.42	1.21E-07	4.82E-06
plasma membrane bounded cell projection assembly (GO:0120031)	456	161	113.47	+	1.42	5.44E-07	1.87E-05
regulation of vasculature development (GO:1901342)	306	108	76.14	+	1.42	4.43E-05	9.26E-04
inorganic ion homeostasis (GO:0098771)	462	163	114.96	+	1.42	4.84E-07	1.69E-05
negative regulation of cell development (GO:0010721)	275	97	68.43	+	1.42	1.06E-04	1.97E-03
negative regulation of supramolecular fiber organization (GO:1902904)	156	55	38.82	+	1.42	3.80E-03	3.83E-02
cytoskeleton organization (GO:0007010)	1311	462	326.22	+	1.42	6.13E-18	8.26E-16
sphingolipid metabolic process (GO:0006665)	162	57	40.31	+	1.41	3.37E-03	3.47E-02
brain development (GO:0007420)	752	264	187.12	+	1.41	2.15E-10	1.33E-08
wound healing (GO:0042060)	339	119	84.35	+	1.41	2.64E-05	5.98E-04
regulation of leukocyte activation (GO:0002694)	604	212	150.30	+	1.41	1.46E-08	7.03E-07
positive regulation of multicellular organismal process (GO:0051240)	1701	597	423.27	+	1.41	8.43E-23	1.61E-20
regulation of multicellular organismal process (GO:0051239)	3029	1063	753.72	+	1.41	2.43E-42	1.86E-39
L-amino acid metabolic process (GO:0170033)	171	60	42.55	+	1.41	3.21E-03	3.31E-02
regulation of multicellular organismal development (GO:2000026)	1428	501	355.33	+	1.41	4.35E-19	6.38E-17
positive regulation of supramolecular fiber organization (GO:1902905)	174	61	43.30	+	1.41	2.65E-03	2.87E-02
positive regulation of protein phosphorylation (GO:0001934)	234	82	58.23	+	1.41	4.53E-04	6.78E-03
response to corticosteroid (GO:0031960)	160	56	39.81	+	1.41	4.26E-03	4.05E-02
skeletal muscle organ development (GO:0060538)	160	56	39.81	+	1.41	4.26E-03	4.04E-02
embryonic morphogenesis (GO:0048598)	604	211	150.30	+	1.40	2.56E-08	1.17E-06
enzyme-linked receptor protein signaling pathway (GO:0007167)	630	220	156.77	+	1.40	1.26E-08	6.13E-07
positive regulation of epithelial cell proliferation (GO:0050679)	189	66	47.03	+	1.40	2.23E-03	2.48E-02
heart development (GO:0007507)	570	199	141.84	+	1.40	5.73E-08	2.43E-06
regulation of transport (GO:0051049)	1607	561	399.88	+	1.40	7.96E-21	1.31E-18
epithelial cell development (GO:0002064)	192	67	47.78	+	1.40	1.84E-03	2.13E-02
central nervous system development (GO:0007417)	1026	358	255.30	+	1.40	2.23E-13	1.96E-11
response to carbohydrate (GO:0009743)	172	60	42.80	+	1.40	3.34E-03	3.44E-02
tissue development (GO:0009888)	1798	626	447.40	+	1.40	5.74E-23	1.11E-20
regulation of locomotion (GO:0040012)	1057	368	263.02	+	1.40	1.25E-13	1.16E-11
regulation of small GTPase mediated signal transduction (GO:0051056)	322	112	80.12	+	1.40	6.84E-05	1.35E-03
head development (GO:0060322)	803	279	199.81	+	1.40	2.03E-10	1.27E-08
positive regulation of angiogenesis (GO:0045766)	167	58	41.56	+	1.40	3.99E-03	3.89E-02
regulation of cell activation (GO:0050865)	663	230	164.98	+	1.39	9.87E-09	4.95E-07
regulation of lymphocyte activation (GO:0051249)	534	185	132.88	+	1.39	3.49E-07	1.27E-05
import into cell (GO:0098657)	716	248	178.17	+	1.39	3.16E-09	1.69E-07
protein homooligomerization (GO:0051260)	211	73	52.50	+	1.39	1.71E-03	2.01E-02
regulation of T cell proliferation (GO:0042129)	185	64	46.03	+	1.39	3.52E-03	3.58E-02
regulation of cell migration (GO:0030334)	952	329	236.89	+	1.39	8.77E-12	6.57E-10
female gamete generation (GO:0007292)	168	58	41.80	+	1.39	5.28E-03	4.76E-02
positive regulation of leukocyte cell-cell adhesion (GO:1903039)	281	97	69.92	+	1.39	2.86E-04	4.68E-03
mitotic nuclear division (GO:0140014)	171	59	42.55	+	1.39	4.43E-03	4.18E-02
regulation of protein localization to membrane (GO:1905475)	177	61	44.04	+	1.38	3.92E-03	3.84E-02
positive regulation of cell population proliferation (GO:0008284)	929	320	231.17	+	1.38	2.58E-11	1.83E-09
cell surface receptor signaling pathway (GO:0007166)	2140	737	532.50	+	1.38	1.39E-25	3.25E-23
blood vessel morphogenesis (GO:0048514)	442	152	109.98	+	1.38	6.14E-06	1.66E-04
blood vessel development (GO:0001568)	539	185	134.12	+	1.38	6.81E-07	2.30E-05
regulation of T cell activation (GO:0050863)	405	139	100.78	+	1.38	2.08E-05	4.84E-04
sensory perception of sound (GO:0007605)	169	58	42.05	+	1.38	5.54E-03	4.93E-02
meiotic cell cycle process (GO:1903046)	204	70	50.76	+	1.38	2.51E-03	2.74E-02
alpha-amino acid metabolic process (GO:1901605)	204	70	50.76	+	1.38	2.51E-03	2.74E-02
