




Analysis Type:	PANTHER Overrepresentation Test (Released 20240807)
Annotation Version and Release Date:	GO Ontology database DOI:  10.XXXX/zenodo.XXXXXXXX Released 2025-10-05
Analyzed List:	upload_1 (Homo sapiens)
Reference List:	Homo sapiens (all genes in database)
Test Type:	FISHER
Correction:	FDR
GO biological process complete	Homo sapiens - REFLIST (20580)	upload_1 (5149)	upload_1 (expected)	upload_1 (over/under)	upload_1 (fold Enrichment)	upload_1 (raw P-value)	upload_1 (FDR)
skeletal muscle tissue development (GO:0007519)	146	56	36.53	+	1.53	3.53E-04	3.94E-03
protein complex oligomerization (GO:0051259)	279	107	69.80	+	1.53	8.88E-07	1.98E-05
positive regulation of cellular component biogenesis (GO:0044089)	514	197	128.60	+	1.53	1.92E-11	8.29E-10
negative regulation of organelle organization (GO:0010639)	334	128	83.56	+	1.53	6.80E-08	1.84E-06
membraneless organelle assembly (GO:0140694)	389	149	97.33	+	1.53	5.27E-09	1.70E-07
cell-matrix adhesion (GO:0007160)	141	54	35.28	+	1.53	5.71E-04	5.90E-03
response to nitrogen compound (GO:1901698)	1024	392	256.20	+	1.53	8.30E-22	7.78E-20
regulation of system process (GO:0044057)	580	222	145.11	+	1.53	8.31E-13	3.99E-11
sphingolipid metabolic process (GO:0006665)	162	62	40.53	+	1.53	1.74E-04	2.15E-03
negative regulation of locomotion (GO:0040013)	332	127	83.06	+	1.53	8.90E-08	2.36E-06
muscle organ development (GO:0007517)	319	122	79.81	+	1.53	1.49E-07	3.79E-06
negative regulation of translation (GO:0017148)	136	52	34.03	+	1.53	6.65E-04	6.74E-03
regulation of vasculature development (GO:1901342)	306	117	76.56	+	1.53	2.54E-07	6.22E-06
regulation of apoptotic signaling pathway (GO:2001233)	382	146	95.57	+	1.53	1.10E-08	3.38E-07
positive regulation of organelle assembly (GO:1902117)	89	34	22.27	+	1.53	6.51E-03	4.48E-02
small GTPase-mediated signal transduction (GO:0007264)	275	105	68.80	+	1.53	1.53E-06	3.26E-05
negative regulation of apoptotic signaling pathway (GO:2001234)	228	87	57.04	+	1.53	1.02E-05	1.79E-04
protein-containing complex assembly (GO:0065003)	1337	510	334.51	+	1.52	5.46E-28	8.27E-26
cytoskeleton-dependent cytokinesis (GO:0061640)	118	45	29.52	+	1.52	1.82E-03	1.57E-02
renal system process (GO:0003014)	147	56	36.78	+	1.52	5.21E-04	5.44E-03
regulation of neuron apoptotic process (GO:0043523)	252	96	63.05	+	1.52	4.74E-06	9.02E-05
regulation of plasma membrane bounded cell projection organization (GO:0120035)	638	243	159.62	+	1.52	1.38E-13	7.14E-12
regulation of cellular component biogenesis (GO:0044087)	1056	402	264.21	+	1.52	7.85E-22	7.46E-20
regulation of calcium ion transport (GO:0051924)	226	86	56.54	+	1.52	1.33E-05	2.23E-04
Golgi organization (GO:0007030)	142	54	35.53	+	1.52	6.08E-04	6.25E-03
monoatomic ion transmembrane transport (GO:0034220)	860	327	215.17	+	1.52	8.09E-18	5.37E-16
positive regulation of cell projection organization (GO:0031346)	350	133	87.57	+	1.52	6.78E-08	1.84E-06
microtubule-based transport (GO:0099111)	237	90	59.30	+	1.52	1.03E-05	1.80E-04
regulation of cell growth (GO:0001558)	406	154	101.58	+	1.52	7.59E-09	2.38E-07
membrane fusion (GO:0061025)	169	64	42.28	+	1.51	2.28E-04	2.71E-03
positive regulation of growth (GO:0045927)	251	95	62.80	+	1.51	6.56E-06	1.21E-04
protein-RNA complex organization (GO:0071826)	238	90	59.55	+	1.51	1.11E-05	1.92E-04
protein catabolic process (GO:0030163)	852	322	213.17	+	1.51	3.57E-17	2.30E-15
regulation of angiogenesis (GO:0045765)	299	113	74.81	+	1.51	1.05E-06	2.30E-05
protein targeting to membrane (GO:0006612)	90	34	22.52	+	1.51	7.04E-03	4.81E-02
alpha-beta T cell differentiation (GO:0046632)	90	34	22.52	+	1.51	7.04E-03	4.80E-02
ketone metabolic process (GO:0042180)	90	34	22.52	+	1.51	7.04E-03	4.80E-02
localization (GO:0051179)	4600	1736	1150.89	+	1.51	1.58E-106	3.83E-103
membrane lipid metabolic process (GO:0006643)	212	80	53.04	+	1.51	4.19E-05	6.12E-04
negative regulation of intracellular signal transduction (GO:1902532)	745	281	186.39	+	1.51	5.58E-15	3.25E-13
cardiocyte differentiation (GO:0035051)	122	46	30.52	+	1.51	2.18E-03	1.83E-02
locomotory behavior (GO:0007626)	215	81	53.79	+	1.51	3.49E-05	5.26E-04
response to monosaccharide (GO:0034284)	146	55	36.53	+	1.51	7.24E-04	7.25E-03
regulation of cell projection organization (GO:0031344)	656	247	164.13	+	1.50	4.16E-13	2.06E-11
regulation of cellular component organization (GO:0051128)	2571	968	643.25	+	1.50	2.87E-52	1.55E-49
retrograde transport, endosome to Golgi (GO:0042147)	101	38	25.27	+	1.50	5.36E-03	3.78E-02
positive regulation of cellular component organization (GO:0051130)	1125	423	281.47	+	1.50	8.10E-22	7.64E-20
proteasomal protein catabolic process (GO:0010498)	516	194	129.10	+	1.50	1.76E-10	6.86E-09
regulation of body fluid levels (GO:0050878)	378	142	94.57	+	1.50	5.48E-08	1.50E-06
circulatory system process (GO:0003013)	520	195	130.10	+	1.50	2.06E-10	8.03E-09
negative regulation of blood vessel morphogenesis (GO:2000181)	112	42	28.02	+	1.50	4.16E-03	3.10E-02
synaptic signaling (GO:0099536)	496	186	124.10	+	1.50	4.57E-10	1.71E-08
diterpenoid metabolic process (GO:0016101)	96	36	24.02	+	1.50	6.39E-03	4.40E-02
positive regulation of apoptotic signaling pathway (GO:2001235)	144	54	36.03	+	1.50	9.44E-04	9.07E-03
glycerolipid biosynthetic process (GO:0045017)	216	81	54.04	+	1.50	4.95E-05	7.10E-04
positive regulation of monoatomic ion transmembrane transport (GO:0034767)	120	45	30.02	+	1.50	2.86E-03	2.33E-02
transmembrane transport (GO:0055085)	1316	493	329.26	+	1.50	4.65E-25	5.54E-23
biological process involved in symbiotic interaction (GO:0044403)	187	70	46.79	+	1.50	1.71E-04	2.12E-03
response to hexose (GO:0009746)	139	52	34.78	+	1.50	1.12E-03	1.03E-02
phospholipid biosynthetic process (GO:0008654)	238	89	59.55	+	1.49	2.19E-05	3.47E-04
positive regulation of peptide secretion (GO:0002793)	115	43	28.77	+	1.49	3.35E-03	2.66E-02
protein localization to organelle (GO:0033365)	709	265	177.39	+	1.49	1.18E-13	6.13E-12
response to glucose (GO:0009749)	134	50	33.53	+	1.49	1.78E-03	1.53E-02
regulation of synapse structure or activity (GO:0050803)	327	122	81.81	+	1.49	8.29E-07	1.87E-05
regulation of protein ubiquitination (GO:0031396)	193	72	48.29	+	1.49	1.55E-04	1.95E-03
regulation of secretion (GO:0051046)	622	232	155.62	+	1.49	6.53E-12	2.90E-10
regulation of protein modification by small protein conjugation or removal (GO:1903320)	236	88	59.05	+	1.49	2.83E-05	4.41E-04
positive regulation of protein metabolic process (GO:0051247)	810	302	202.66	+	1.49	3.27E-15	1.93E-13
chemical synaptic transmission (GO:0007268)	424	158	106.08	+	1.49	1.65E-08	4.87E-07
anterograde trans-synaptic signaling (GO:0098916)	424	158	106.08	+	1.49	1.65E-08	4.86E-07
glial cell differentiation (GO:0010001)	204	76	51.04	+	1.49	1.20E-04	1.55E-03
response to abiotic stimulus (GO:0009628)	1122	418	280.72	+	1.49	1.15E-20	9.76E-19
osteoblast differentiation (GO:0001649)	137	51	34.28	+	1.49	1.46E-03	1.29E-02
cytoskeleton organization (GO:0007010)	1311	488	328.00	+	1.49	4.33E-24	4.80E-22
cell-cell junction organization (GO:0045216)	172	64	43.03	+	1.49	3.75E-04	4.15E-03
neuromuscular process (GO:0050905)	172	64	43.03	+	1.49	3.75E-04	4.14E-03
negative regulation of molecular function (GO:0044092)	293	109	73.31	+	1.49	3.33E-06	6.58E-05
adult behavior (GO:0030534)	164	61	41.03	+	1.49	5.37E-04	5.58E-03
regulation of post-translational protein modification (GO:1901873)	242	90	60.55	+	1.49	2.56E-05	4.02E-04
symbiont entry into host (GO:0044409)	113	42	28.27	+	1.49	4.37E-03	3.21E-02
negative regulation of vasculature development (GO:1901343)	113	42	28.27	+	1.49	4.37E-03	3.20E-02
symbiont entry into host cell (GO:0046718)	113	42	28.27	+	1.49	4.37E-03	3.20E-02
proteolysis involved in protein catabolic process (GO:0051603)	724	269	181.14	+	1.49	2.00E-13	1.01E-11
dephosphorylation (GO:0016311)	132	49	33.03	+	1.48	2.31E-03	1.93E-02
MAPK cascade (GO:0000165)	186	69	46.54	+	1.48	2.38E-04	2.81E-03
trans-synaptic signaling (GO:0099537)	453	168	113.34	+	1.48	9.23E-09	2.87E-07
regulation of synapse organization (GO:0050807)	321	119	80.31	+	1.48	1.35E-06	2.89E-05
negative regulation of cell growth (GO:0030308)	170	63	42.53	+	1.48	4.85E-04	5.12E-03
cellular response to nitrogen compound (GO:1901699)	608	225	152.12	+	1.48	2.93E-11	1.25E-09
RNA splicing (GO:0008380)	392	145	98.08	+	1.48	1.31E-07	3.39E-06
icosanoid metabolic process (GO:0006690)	119	44	29.77	+	1.48	3.93E-03	2.98E-02
regulation of circadian rhythm (GO:0042752)	119	44	29.77	+	1.48	3.93E-03	2.98E-02
negative regulation of angiogenesis (GO:0016525)	111	41	27.77	+	1.48	5.69E-03	3.96E-02
regulation of sequestering of calcium ion (GO:0051282)	130	48	32.53	+	1.48	3.01E-03	2.44E-02
negative regulation of cell-cell adhesion (GO:0022408)	214	79	53.54	+	1.48	1.25E-04	1.62E-03
post-transcriptional regulation of gene expression (GO:0010608)	531	196	132.85	+	1.48	8.55E-10	3.09E-08
negative regulation of leukocyte cell-cell adhesion (GO:1903038)	160	59	40.03	+	1.47	8.99E-04	8.74E-03
xenobiotic metabolic process (GO:0006805)	133	49	33.28	+	1.47	2.45E-03	2.03E-02
carbohydrate derivative catabolic process (GO:1901136)	209	77	52.29	+	1.47	1.47E-04	1.85E-03
RNA splicing, via transesterification reactions (GO:0000375)	277	102	69.30	+	1.47	1.30E-05	2.19E-04
regulation of extrinsic apoptotic signaling pathway (GO:2001236)	163	60	40.78	+	1.47	7.50E-04	7.44E-03
cellular response to alcohol (GO:0097306)	106	39	26.52	+	1.47	6.77E-03	4.63E-02
extrinsic apoptotic signaling pathway (GO:0097191)	106	39	26.52	+	1.47	6.77E-03	4.63E-02
glycerophospholipid biosynthetic process (GO:0046474)	193	71	48.29	+	1.47	3.00E-04	3.42E-03
regulation of cell junction assembly (GO:1901888)	280	103	70.05	+	1.47	1.08E-05	1.89E-04
cell junction organization (GO:0034330)	571	210	142.86	+	1.47	2.73E-10	1.05E-08
mRNA splicing, via spliceosome (GO:0000398)	272	100	68.05	+	1.47	1.53E-05	2.54E-04
RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377)	272	100	68.05	+	1.47	1.53E-05	2.54E-04
positive regulation of plasma membrane bounded cell projection assembly (GO:0120034)	117	43	29.27	+	1.47	5.10E-03	3.61E-02
regulation of cell size (GO:0008361)	177	65	44.28	+	1.47	6.21E-04	6.37E-03
hindbrain development (GO:0030902)	158	58	39.53	+	1.47	1.16E-03	1.07E-02
cellular response to xenobiotic stimulus (GO:0071466)	191	70	47.79	+	1.46	3.87E-04	4.24E-03
blood coagulation (GO:0007596)	191	70	47.79	+	1.46	3.87E-04	4.24E-03
mitotic cell cycle phase transition (GO:0044772)	142	52	35.53	+	1.46	2.41E-03	2.00E-02
regulation of axonogenesis (GO:0050770)	142	52	35.53	+	1.46	2.41E-03	2.00E-02
positive regulation of peptide hormone secretion (GO:0090277)	112	41	28.02	+	1.46	6.08E-03	4.19E-02
positive regulation of developmental growth (GO:0048639)	164	60	41.03	+	1.46	1.04E-03	9.66E-03
regulation of hydrolase activity (GO:0051336)	164	60	41.03	+	1.46	1.04E-03	9.65E-03
regulation of phosphorus metabolic process (GO:0051174)	585	214	146.36	+	1.46	3.23E-10	1.23E-08
regulation of secretion by cell (GO:1903530)	569	208	142.36	+	1.46	6.58E-10	2.41E-08
biosynthetic process (GO:0009058)	4033	1474	1009.03	+	1.46	1.32E-74	1.92E-71
regulation of protein secretion (GO:0050708)	260	95	65.05	+	1.46	3.58E-05	5.36E-04
cell-cell junction assembly (GO:0007043)	115	42	28.77	+	1.46	6.60E-03	4.53E-02
positive regulation of cation transmembrane transport (GO:1904064)	115	42	28.77	+	1.46	6.60E-03	4.53E-02
regulation of plasma membrane bounded cell projection assembly (GO:0120032)	211	77	52.79	+	1.46	2.17E-04	2.59E-03
placenta development (GO:0001890)	159	58	39.78	+	1.46	1.24E-03	1.12E-02
behavior (GO:0007610)	658	240	164.63	+	1.46	3.41E-11	1.44E-09
regulation of cell projection assembly (GO:0060491)	214	78	53.54	+	1.46	1.81E-04	2.23E-03
cellular response to stress (GO:0033554)	1685	614	421.58	+	1.46	1.56E-27	2.29E-25
regulation of cellular response to stress (GO:0080135)	549	200	137.36	+	1.46	2.20E-09	7.57E-08
circadian rhythm (GO:0007623)	140	51	35.03	+	1.46	3.11E-03	2.50E-02
positive regulation of monoatomic ion transport (GO:0043270)	184	67	46.04	+	1.46	5.84E-04	6.01E-03
synapse organization (GO:0050808)	382	139	95.57	+	1.45	6.44E-07	1.48E-05
inorganic anion transport (GO:0015698)	154	56	38.53	+	1.45	1.93E-03	1.65E-02
response to endogenous stimulus (GO:0009719)	1206	438	301.73	+	1.45	3.08E-19	2.30E-17
macromolecule catabolic process (GO:0009057)	1146	416	286.72	+	1.45	2.70E-18	1.88E-16
erythrocyte homeostasis (GO:0034101)	124	45	31.02	+	1.45	4.88E-03	3.47E-02
positive regulation of mitotic cell cycle (GO:0045931)	124	45	31.02	+	1.45	4.88E-03	3.47E-02
regulation of biological quality (GO:0065008)	3065	1112	766.85	+	1.45	2.03E-51	9.82E-49
coagulation (GO:0050817)	193	70	48.29	+	1.45	5.71E-04	5.90E-03
hemostasis (GO:0007599)	196	71	49.04	+	1.45	4.68E-04	5.01E-03
regulation of regulated secretory pathway (GO:1903305)	130	47	32.53	+	1.45	4.36E-03	3.21E-02
response to lipopolysaccharide (GO:0032496)	310	112	77.56	+	1.44	1.17E-05	2.02E-04
multicellular organismal-level homeostasis (GO:0048871)	706	255	176.64	+	1.44	2.56E-11	1.10E-09
negative regulation of epithelial cell proliferation (GO:0050680)	122	44	30.52	+	1.44	6.26E-03	4.31E-02
positive regulation of protein secretion (GO:0050714)	147	53	36.78	+	1.44	2.91E-03	2.36E-02
response to oxygen-containing compound (GO:1901700)	1548	558	387.30	+	1.44	1.04E-23	1.10E-21
protein homooligomerization (GO:0051260)	211	76	52.79	+	1.44	4.05E-04	4.40E-03
regulation of protein kinase activity (GO:0045859)	239	86	59.80	+	1.44	1.59E-04	1.99E-03
learning (GO:0007612)	164	59	41.03	+	1.44	1.96E-03	1.67E-02
monoatomic anion transmembrane transport (GO:0098656)	139	50	34.78	+	1.44	4.17E-03	3.11E-02
establishment of cell polarity (GO:0030010)	139	50	34.78	+	1.44	4.17E-03	3.11E-02
organelle organization (GO:0006996)	3146	1131	787.11	+	1.44	3.62E-50	1.59E-47
negative regulation of programmed cell death (GO:0043069)	936	336	234.18	+	1.43	3.61E-14	1.94E-12
regulation of protein phosphorylation (GO:0001932)	393	141	98.33	+	1.43	1.28E-06	2.76E-05
regulation of organelle assembly (GO:1902115)	237	85	59.30	+	1.43	2.02E-04	2.43E-03
positive regulation of apoptotic process (GO:0043065)	516	185	129.10	+	1.43	3.07E-08	8.72E-07
positive regulation of programmed cell death (GO:0043068)	540	193	135.10	+	1.43	1.94E-08	5.66E-07
vascular process in circulatory system (GO:0003018)	277	99	69.30	+	1.43	6.36E-05	8.79E-04
homeostasis of number of cells (GO:0048872)	333	119	83.31	+	1.43	1.29E-05	2.17E-04
regulation of cell migration (GO:0030334)	952	340	238.19	+	1.43	5.78E-14	3.09E-12
regulation of growth (GO:0040008)	600	214	150.12	+	1.43	4.39E-09	1.44E-07
protein metabolic process (GO:0019538)	3320	1184	830.65	+	1.43	9.02E-51	4.23E-48
regulation of cell adhesion (GO:0030155)	805	287	201.41	+	1.42	7.67E-12	3.38E-10
regulation of peptide transport (GO:0090087)	205	73	51.29	+	1.42	8.34E-04	8.11E-03
regulation of programmed cell death (GO:0043067)	1531	545	383.05	+	1.42	8.90E-22	8.29E-20
cellular response to hormone stimulus (GO:0032870)	560	199	140.11	+	1.42	1.94E-08	5.65E-07
regulation of peptide secretion (GO:0002791)	203	72	50.79	+	1.42	8.14E-04	7.96E-03
regulation of tumor necrosis factor production (GO:0032680)	189	67	47.29	+	1.42	1.30E-03	1.17E-02
cellular component assembly (GO:0022607)	2575	912	644.25	+	1.42	2.22E-36	5.37E-34
cellular response to oxygen-containing compound (GO:1901701)	1059	375	264.96	+	1.42	1.10E-14	6.26E-13
modification-dependent protein catabolic process (GO:0019941)	619	219	154.87	+	1.41	5.73E-09	1.83E-07
myeloid cell homeostasis (GO:0002262)	147	52	36.78	+	1.41	5.35E-03	3.77E-02
regulation of anatomical structure morphogenesis (GO:0022603)	840	297	210.16	+	1.41	1.14E-11	4.95E-10
monoatomic anion transport (GO:0006820)	153	54	38.28	+	1.41	4.74E-03	3.38E-02
metal ion transport (GO:0030001)	655	231	163.88	+	1.41	2.83E-09	9.61E-08
regulation of kinase activity (GO:0043549)	261	92	65.30	+	1.41	2.27E-04	2.71E-03
regulation of apoptotic process (GO:0042981)	1474	519	368.79	+	1.41	1.27E-19	1.01E-17
proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161)	432	152	108.08	+	1.41	2.14E-06	4.40E-05
regulation of protein modification process (GO:0031399)	651	229	162.88	+	1.41	4.43E-09	1.44E-07
regulation of developmental growth (GO:0048638)	310	109	77.56	+	1.41	6.76E-05	9.27E-04
response to molecule of bacterial origin (GO:0002237)	330	116	82.56	+	1.40	3.78E-05	5.61E-04
negative regulation of apoptotic process (GO:0043066)	897	315	224.42	+	1.40	5.52E-12	2.48E-10
positive regulation of molecular function (GO:0044093)	470	165	117.59	+	1.40	8.43E-07	1.88E-05
modification-dependent macromolecule catabolic process (GO:0043632)	624	219	156.12	+	1.40	1.18E-08	3.58E-07
regulation of TOR signaling (GO:0032006)	157	55	39.28	+	1.40	5.31E-03	3.75E-02
positive regulation of neurogenesis (GO:0050769)	217	76	54.29	+	1.40	9.07E-04	8.79E-03
regulation of cell motility (GO:2000145)	1011	354	252.95	+	1.40	3.89E-13	1.93E-11
response to peptide (GO:1901652)	900	315	225.17	+	1.40	1.03E-11	4.48E-10
ossification (GO:0001503)	272	95	68.05	+	1.40	2.36E-04	2.79E-03
metabolic process (GO:0008152)	7657	2673	1915.74	+	1.40	3.95E-137	2.87E-133
cellular response to chemical stimulus (GO:0070887)	1989	694	497.64	+	1.39	4.37E-25	5.25E-23
protein processing (GO:0016485)	215	75	53.79	+	1.39	1.14E-03	1.05E-02
cellular response to growth factor stimulus (GO:0071363)	453	158	113.34	+	1.39	2.18E-06	4.47E-05
primary metabolic process (GO:0044238)	6771	2361	1694.07	+	1.39	7.87E-112	2.29E-108
intracellular signaling cassette (GO:0141124)	789	275	197.40	+	1.39	3.51E-10	1.33E-08
response to mechanical stimulus (GO:0009612)	221	77	55.29	+	1.39	1.01E-03	9.40E-03
regulation of molecular function (GO:0065009)	867	302	216.92	+	1.39	5.32E-11	2.18E-09
positive regulation of canonical NF-kappaB signal transduction (GO:0043123)	224	78	56.04	+	1.39	1.07E-03	9.86E-03
cell projection morphogenesis (GO:0048858)	506	176	126.60	+	1.39	7.12E-07	1.62E-05
ubiquitin-dependent protein catabolic process (GO:0006511)	607	211	151.87	+	1.39	5.23E-08	1.43E-06
angiogenesis (GO:0001525)	351	122	87.82	+	1.39	3.86E-05	5.70E-04
positive regulation of autophagy (GO:0010508)	164	57	41.03	+	1.39	4.94E-03	3.51E-02
positive regulation of cell adhesion (GO:0045785)	492	171	123.10	+	1.39	1.12E-06	2.45E-05
regulation of insulin secretion (GO:0050796)	167	58	41.78	+	1.39	5.22E-03	3.69E-02
regulation of locomotion (GO:0040012)	1057	367	264.46	+	1.39	5.35E-13	2.62E-11
response to growth factor (GO:0070848)	484	168	121.09	+	1.39	1.58E-06	3.35E-05
regulation of peptide hormone secretion (GO:0090276)	199	69	49.79	+	1.39	2.26E-03	1.90E-02
positive regulation of cell migration (GO:0030335)	551	191	137.86	+	1.39	3.25E-07	7.82E-06
cellular response to steroid hormone stimulus (GO:0071383)	156	54	39.03	+	1.38	7.00E-03	4.78E-02
regulation of membrane potential (GO:0042391)	466	161	116.59	+	1.38	3.85E-06	7.45E-05
regulation of tumor necrosis factor superfamily cytokine production (GO:1903555)	194	67	48.54	+	1.38	3.41E-03	2.70E-02
regulation of phosphorylation (GO:0042325)	438	151	109.59	+	1.38	7.62E-06	1.40E-04
cellular response to endogenous stimulus (GO:0071495)	937	323	234.43	+	1.38	4.33E-11	1.80E-09
regulation of intracellular signal transduction (GO:1902531)	2057	709	514.65	+	1.38	5.19E-24	5.67E-22
rhythmic process (GO:0048511)	267	92	66.80	+	1.38	6.06E-04	6.23E-03
regulation of transferase activity (GO:0051338)	302	104	75.56	+	1.38	2.23E-04	2.65E-03
neuron projection development (GO:0031175)	721	248	180.39	+	1.37	1.10E-08	3.38E-07
circulatory system development (GO:0072359)	954	328	238.69	+	1.37	3.81E-11	1.60E-09
nucleobase-containing compound catabolic process (GO:0034655)	384	132	96.07	+	1.37	3.78E-05	5.61E-04
response to cytokine (GO:0034097)	885	304	221.42	+	1.37	2.39E-10	9.24E-09
negative regulation of inflammatory response (GO:0050728)	198	68	49.54	+	1.37	3.75E-03	2.93E-02
positive regulation of locomotion (GO:0040017)	594	204	148.62	+	1.37	2.46E-07	6.04E-06
cellular component biogenesis (GO:0044085)	2822	969	706.05	+	1.37	7.48E-33	1.53E-30
positive regulation of cell motility (GO:2000147)	577	198	144.36	+	1.37	4.59E-07	1.07E-05
regulation of mitotic cell cycle phase transition (GO:1901990)	350	120	87.57	+	1.37	1.06E-04	1.40E-03
positive regulation of phosphorus metabolic process (GO:0010562)	318	109	79.56	+	1.37	1.92E-04	2.33E-03
positive regulation of phosphate metabolic process (GO:0045937)	318	109	79.56	+	1.37	1.92E-04	2.33E-03
positive regulation of protein phosphorylation (GO:0001934)	234	80	58.55	+	1.37	1.78E-03	1.53E-02
response to lipid (GO:0033993)	875	299	218.92	+	1.37	6.91E-10	2.51E-08
positive regulation of signaling (GO:0023056)	1832	626	458.36	+	1.37	3.86E-20	3.22E-18
negative regulation of growth (GO:0045926)	220	75	55.04	+	1.36	2.83E-03	2.30E-02
regulation of catalytic activity (GO:0050790)	528	180	132.10	+	1.36	2.58E-06	5.22E-05
plasma membrane bounded cell projection morphogenesis (GO:0120039)	499	170	124.85	+	1.36	4.90E-06	9.28E-05
mRNA processing (GO:0006397)	479	163	119.84	+	1.36	8.69E-06	1.56E-04
positive regulation of cell communication (GO:0010647)	1831	623	458.11	+	1.36	1.78E-19	1.39E-17
positive regulation of catalytic activity (GO:0043085)	297	101	74.31	+	1.36	5.49E-04	5.70E-03
T cell differentiation (GO:0030217)	200	68	50.04	+	1.36	4.04E-03	3.03E-02
protein localization to nucleus (GO:0034504)	200	68	50.04	+	1.36	4.04E-03	3.03E-02
positive regulation of intracellular signal transduction (GO:1902533)	1166	396	291.73	+	1.36	2.15E-12	1.00E-10
blood circulation (GO:0008015)	430	146	107.58	+	1.36	2.93E-05	4.54E-04
regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction (GO:0051896)	283	96	70.81	+	1.36	6.94E-04	6.99E-03
positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction (GO:0051897)	204	69	51.04	+	1.35	4.42E-03	3.23E-02
negative regulation of cell population proliferation (GO:0008285)	698	236	174.64	+	1.35	1.39E-07	3.56E-06
gland development (GO:0048732)	426	144	106.58	+	1.35	4.41E-05	6.39E-04
mRNA metabolic process (GO:0016071)	643	217	160.87	+	1.35	5.31E-07	1.23E-05
negative regulation of immune system process (GO:0002683)	555	187	138.86	+	1.35	3.56E-06	6.95E-05
lymphocyte differentiation (GO:0030098)	297	100	74.31	+	1.35	7.26E-04	7.26E-03
neuron projection morphogenesis (GO:0048812)	494	166	123.60	+	1.34	1.53E-05	2.54E-04
positive regulation of signal transduction (GO:0009967)	1645	551	411.57	+	1.34	9.04E-16	5.50E-14
glucose homeostasis (GO:0042593)	212	71	53.04	+	1.34	5.22E-03	3.69E-02
blood vessel morphogenesis (GO:0048514)	442	148	110.59	+	1.34	6.05E-05	8.45E-04
regulation of hormone secretion (GO:0046883)	260	87	65.05	+	1.34	2.39E-03	1.99E-02
proteolysis (GO:0006508)	1328	444	332.26	+	1.34	1.25E-12	5.90E-11
regulation of MAPK cascade (GO:0043408)	667	223	166.88	+	1.34	8.41E-07	1.88E-05
tissue development (GO:0009888)	1798	600	449.85	+	1.33	8.76E-17	5.56E-15
regulation of neurogenesis (GO:0050767)	351	117	87.82	+	1.33	4.78E-04	5.11E-03
carbohydrate homeostasis (GO:0033500)	213	71	53.29	+	1.33	6.68E-03	4.57E-02
regulation of chromosome organization (GO:0033044)	252	84	63.05	+	1.33	3.31E-03	2.63E-02
anatomical structure homeostasis (GO:0060249)	237	79	59.30	+	1.33	4.04E-03	3.04E-02
tissue homeostasis (GO:0001894)	237	79	59.30	+	1.33	4.04E-03	3.04E-02
cellular response to cytokine stimulus (GO:0071345)	783	261	195.90	+	1.33	1.06E-07	2.79E-06
heart development (GO:0007507)	570	190	142.61	+	1.33	6.11E-06	1.14E-04
response to stress (GO:0006950)	3631	1210	908.46	+	1.33	2.14E-35	4.86E-33
regulation of cell communication (GO:0010646)	3643	1213	911.46	+	1.33	2.62E-35	5.86E-33
regulation of signaling (GO:0023051)	3636	1210	909.71	+	1.33	4.02E-35	8.85E-33
phosphorylation (GO:0016310)	361	120	90.32	+	1.33	4.55E-04	4.87E-03
regulation of response to stress (GO:0080134)	1484	493	371.29	+	1.33	1.78E-13	9.04E-12
regulation of ERK1 and ERK2 cascade (GO:0070372)	289	96	72.31	+	1.33	1.62E-03	1.42E-02
positive regulation of phosphorylation (GO:0042327)	256	85	64.05	+	1.33	3.57E-03	2.80E-02
gene expression (GO:0010467)	2582	857	646.00	+	1.33	2.05E-23	2.11E-21
cell morphogenesis (GO:0000902)	715	237	178.89	+	1.32	7.88E-07	1.78E-05
negative regulation of cell development (GO:0010721)	275	91	68.80	+	1.32	2.52E-03	2.09E-02
calcium ion transport (GO:0006816)	269	89	67.30	+	1.32	2.85E-03	2.32E-02
protein polyubiquitination (GO:0000209)	263	87	65.80	+	1.32	3.23E-03	2.57E-02
regulation of cell-cell adhesion (GO:0022407)	517	171	129.35	+	1.32	3.00E-05	4.61E-04
cell junction assembly (GO:0034329)	291	96	72.81	+	1.32	2.11E-03	1.79E-02
negative regulation of signaling (GO:0023057)	1513	499	378.54	+	1.32	5.69E-13	2.77E-11
vasculature development (GO:0001944)	565	186	141.36	+	1.32	2.15E-05	3.42E-04
negative regulation of cell communication (GO:0010648)	1513	498	378.54	+	1.32	8.97E-13	4.29E-11
regulation of lymphocyte differentiation (GO:0045619)	237	78	59.30	+	1.32	6.46E-03	4.44E-02
regulation of microtubule-based process (GO:0032886)	280	92	70.05	+	1.31	3.43E-03	2.71E-02
cell adhesion (GO:0007155)	965	317	241.44	+	1.31	2.48E-08	7.13E-07
cellular component organization (GO:0016043)	5846	1920	1462.64	+	1.31	6.23E-58	5.03E-55
negative regulation of signal transduction (GO:0009968)	1416	465	354.28	+	1.31	7.18E-12	3.18E-10
macromolecule biosynthetic process (GO:0009059)	2970	975	743.08	+	1.31	3.78E-25	4.57E-23
cell morphogenesis involved in neuron differentiation (GO:0048667)	448	147	112.09	+	1.31	1.72E-04	2.13E-03
